source_year,trip_distance,total_amount
2017,0.59,6.36
2017,7.29,26.8
2017,1.41,7.8
2017,1.7,11.15
2017,10.1,38.8
2017,1.47,8.3
2017,2.97,14.16
2017,9.01,37.25
2017,5.5,23.15
2017,1.6,11.15
2017,0.4,6.35
2017,3.61,16.8
2017,0.66,7.56
2017,1.23,9.36
2017,7.04,21.8
2017,18.19,52.8
2017,2.62,14.16
2017,2.6,14.3
2017,1.9,12.3
2017,4.4,21.8
2017,1.9,11.85
2017,1.6,10.55
2017,6.49,24.3
2017,0.49,5.3
2017,2.68,12.36
2017,1.19,6.8
2017,1.4,9.35
2017,2.0,10.8
2017,4.2,14.8
2017,1.29,7.8
2017,6.52,26.76
2017,0.8,6.3
2017,2.1,11.75
2017,2.5,14.15
2017,3.3,12.82
2017,1.0,6.8
2017,3.52,20.16
2017,0.43,5.3
2017,3.9,15.8
2017,4.4,18.95
2017,2.03,11.76
2017,3.74,21.19
2017,3.88,14.3
2017,3.3,16.8
2017,1.63,9.8
2017,0.89,6.3
2017,1.28,9.8
2017,3.2,12.3
2017,2.3,10.3
2017,4.31,18.3
2017,6.66,25.3
2017,5.85,20.3
2017,3.21,15.3
2017,4.49,21.36
2017,4.37,18.3
2017,3.6,16.55
2017,2.6,12.05
2017,1.95,12.36
2017,2.34,17.29
2017,2.1,10.8
2017,2.31,11.8
2017,1.86,9.8
2017,1.7,12.35
2017,17.13,58.56
2017,2.1,12.35
2017,1.8,11.3
2017,1.9,10.8
2017,6.02,21.8
2017,4.2,21.35
2017,0.8,7.25
2017,2.1,12.35
2017,3.7,17.15
2017,0.91,8.76
2017,4.23,16.8
2017,1.9,11.75
2017,0.5,7.8
2017,1.6,9.3
2017,1.0,8.15
2017,1.4,9.0
2017,0.67,6.8
2017,1.62,10.56
2017,2.08,11.76
2017,2.39,14.16
2017,0.51,6.96
2017,6.53,23.3
2017,2.9,13.3
2017,1.9,10.3
2017,2.48,12.96
2017,1.13,9.36
2017,11.68,38.3
2017,1.14,8.76
2017,0.7,5.8
2017,0.4,4.8
2017,0.3,5.3
2017,1.2,8.16
2017,0.61,6.89
2017,1.74,8.8
2017,2.84,13.56
2017,3.4,12.8
2017,1.01,8.84
2017,0.97,6.8
2017,1.4,9.5
2017,0.52,6.1
2017,16.15,58.56
2017,3.9,16.8
2017,1.1,7.3
2017,1.6,9.3
2017,1.1,7.3
2017,1.7,11.0
2017,2.8,13.8
2017,2.4,14.1
2017,0.88,8.29
2017,0.62,7.25
2017,1.57,8.3
2017,3.03,15.36
2017,2.2,12.8
2017,3.3,13.8
2017,1.7,11.6
2017,3.28,16.56
2017,1.2,10.79
2017,23.94,90.06
2017,0.9,10.35
2017,3.41,15.36
2017,1.25,8.16
2017,4.06,20.54
2017,0.25,4.3
2017,1.56,8.8
2017,1.5,8.3
2017,3.8,16.3
2017,2.7,13.3
2017,1.04,7.3
2017,0.97,6.8
2017,4.58,18.96
2017,3.9,15.8
2017,0.3,6.3
2017,3.5,16.55
2017,1.0,7.8
2017,1.3,7.8
2017,3.0,14.63
2017,2.9,14.75
2017,1.8,9.8
2017,1.1,6.8
2017,4.83,21.96
2017,2.13,8.8
2017,5.7,44.75
2017,1.45,9.36
2017,3.81,19.75
2017,2.05,9.3
2017,3.72,23.5
2017,1.8,9.8
2017,3.55,16.56
2017,1.18,9.36
2017,1.25,8.76
2017,0.51,6.62
2017,3.66,18.59
2017,4.1,16.3
2017,1.0,7.8
2017,2.1,11.85
2017,5.2,22.55
2017,2.0,9.8
2017,2.08,17.16
2017,0.66,8.16
2017,3.04,14.3
2017,1.93,14.76
2017,4.48,20.76
2017,10.62,39.12
2017,1.82,9.8
2017,1.06,9.49
2017,2.33,11.3
2017,5.89,24.36
2017,1.7,11.15
2017,1.2,9.95
2017,0.7,165.8
2017,0.69,8.76
2017,2.5,11.3
2017,0.7,6.09
2017,8.8,32.75
2017,1.4,9.49
2017,1.78,10.56
2017,1.69,11.16
2017,3.8,14.3
2017,3.41,16.62
2017,0.65,5.8
2017,1.6,9.3
2017,0.7,5.3
2017,2.03,11.76
2017,1.47,9.3
2017,1.88,11.16
2017,4.12,19.56
2017,1.28,8.97
2017,4.32,18.36
2017,3.85,15.96
2017,1.4,9.95
2017,5.9,27.85
2017,1.39,7.3
2017,1.63,11.16
2017,6.95,27.0
2017,0.6,6.95
2017,1.3,12.25
2017,3.7,16.55
2017,1.4,9.95
2017,23.69,68.56
2017,2.6,13.8
2017,1.9,9.3
2017,0.34,4.8
2017,1.75,10.8
2017,0.99,7.55
2017,2.2,10.8
2017,1.56,9.3
2017,0.92,8.4
2017,0.75,6.8
2017,1.93,11.8
2017,1.38,8.3
2017,1.2,9.95
2017,2.8,15.35
2017,3.86,14.8
2017,0.73,6.93
2017,3.6,19.89
2017,3.46,12.8
2017,5.5,21.8
2017,4.4,19.3
2017,7.1,29.3
2017,3.83,17.76
2017,2.05,9.8
2017,0.88,7.56
2017,1.9,12.09
2017,1.27,7.8
2017,1.8,12.42
2017,1.31,8.3
2017,0.5,6.6
2017,10.0,41.0
2017,9.4,42.56
2017,9.79,28.8
2017,2.27,11.76
2017,6.1,29.15
2017,3.8,17.8
2017,0.76,8.16
2017,0.92,7.8
2017,1.1,9.8
2017,4.51,16.3
2017,9.55,29.3
2017,1.11,6.8
2017,1.66,8.8
2017,1.05,9.36
2017,2.2,11.75
2017,1.3,9.45
2017,2.7,12.74
2017,2.9,15.3
2017,12.5,40.48
2017,1.1,7.8
2017,0.92,7.8
2017,1.49,12.96
2017,0.79,7.56
2017,7.52,30.36
2017,2.3,12.95
2017,2.9,14.15
2017,1.6,10.8
2017,4.3,19.8
2017,2.2,13.56
2017,2.0,13.55
2017,5.1,23.15
2017,6.58,29.3
2017,4.39,22.88
2017,1.0,8.15
2017,1.8,10.3
2017,3.72,17.6
2017,2.78,17.25
2017,4.89,16.3
2017,1.33,7.8
2017,3.32,14.76
2017,1.7,10.56
2017,2.2,11.15
2017,1.2,8.75
2017,3.68,17.76
2017,2.35,11.3
2017,1.7,10.3
2017,9.4,28.3
2017,4.6,16.8
2017,6.8,26.75
2017,6.2,26.15
2017,0.5,5.8
2017,1.3,8.3
2017,6.5,25.8
2017,5.62,26.76
2017,0.6,6.35
2017,0.5,6.36
2017,4.21,17.76
2017,1.19,7.3
2017,0.97,7.56
2017,0.95,8.16
2017,2.8,10.8
2017,2.0,12.95
2017,1.9,10.3
2017,1.5,9.96
2017,0.57,7.54
2017,2.81,14.14
2017,2.24,12.3
2017,2.66,13.56
2017,15.74,56.06
2017,0.79,8.16
2017,4.18,18.5
2017,1.96,12.96
2017,1.68,10.56
2017,1.64,8.3
2017,2.7,14.75
2017,5.3,26.75
2017,1.81,11.76
2017,1.89,11.3
2017,1.5,9.35
2017,2.1,14.08
2017,3.6,17.3
2017,1.45,8.8
2017,0.76,6.96
2017,1.41,9.36
2017,1.99,11.76
2017,2.69,14.76
2017,1.66,7.8
2017,4.8,19.3
2017,3.6,14.3
2017,2.0,9.3
2017,5.2,16.8
2017,4.0,19.3
2017,4.83,21.3
2017,2.5,11.3
2017,2.0,9.8
2017,1.88,9.68
2017,0.86,7.3
2017,1.0,8.16
2017,7.67,27.8
2017,0.1,0.31
2017,1.3,8.8
2017,1.5,9.3
2017,3.9,20.0
2017,2.1,10.8
2017,1.3,10.1
2017,13.5,43.8
2017,3.5,17.3
2017,1.4,9.45
2017,1.2,8.75
2017,3.7,16.8
2017,1.3,7.8
2017,1.6,7.8
2017,2.9,13.8
2017,3.3,15.95
2017,1.8,9.3
2017,1.39,9.3
2017,4.46,18.3
2017,11.38,36.8
2017,1.51,10.56
2017,1.7,7.8
2017,2.51,12.96
2017,17.9,58.56
2017,0.53,7.54
2017,3.0,15.35
2017,1.2,7.3
2017,0.7,5.8
2017,0.94,8.16
2017,0.12,5.16
2017,1.39,8.8
2017,5.56,23.3
2017,1.45,8.3
2017,1.17,7.3
2017,1.45,10.56
2017,4.01,19.56
2017,10.76,39.96
2017,11.09,36.8
2017,7.31,29.76
2017,1.65,9.8
2017,4.17,19.75
2017,1.51,10.56
2017,1.96,11.16
2017,1.85,10.3
2017,1.0,8.5
2017,0.6,6.35
2017,3.26,15.36
2017,3.87,18.59
2017,0.9,7.55
2017,0.7,7.55
2017,3.5,15.8
2017,1.16,11.44
2017,0.89,6.96
2017,3.55,14.8
2017,2.03,10.8
2017,19.7,60.8
2017,0.96,6.8
2017,0.4,6.08
2017,0.38,4.8
2017,1.3,9.35
2017,4.4,16.8
2017,0.69,5.8
2017,1.13,8.3
2017,1.58,13.56
2017,2.83,14.76
2017,5.11,17.8
2017,3.6,18.35
2017,3.6,14.8
2017,1.31,8.3
2017,4.6,20.16
2017,4.65,21.36
2017,7.21,34.87
2017,1.25,8.76
2017,2.9,13.55
2017,10.92,35.3
2017,1.47,8.8
2017,4.71,19.3
2017,2.1,11.15
2017,6.4,26.3
2017,2.3,12.35
2017,2.69,14.76
2017,2.17,11.3
2017,9.39,37.8
2017,2.13,12.96
2017,0.76,6.8
2017,1.9,13.56
2017,1.77,10.56
2017,1.2,7.3
2017,6.9,31.6
2017,1.0,6.8
2017,0.8,6.95
2017,1.4,8.3
2017,0.9,6.8
2017,2.5,13.8
2017,2.0,11.8
2017,1.0,9.3
2017,9.1,33.7
2017,4.4,17.3
2017,2.2,10.8
2017,2.34,17.3
2017,1.35,8.3
2017,18.2,49.8
2017,1.9,10.8
2017,0.2,4.3
2017,2.1,12.35
2017,1.4,9.96
2017,17.47,52.8
2017,0.17,5.3
2017,0.74,6.3
2017,8.52,34.56
2017,1.4,7.3
2017,3.1,15.95
2017,1.1,8.15
2017,0.4,6.3
2017,0.71,7.56
2017,0.8,6.3
2017,3.19,13.8
2017,4.07,16.8
2017,31.25,100.06
2017,6.96,23.3
2017,1.45,10.56
2017,0.11,6.3
2017,2.16,12.36
2017,5.25,21.36
2017,3.42,14.3
2017,1.58,9.8
2017,2.16,12.96
2017,5.1,24.35
2017,0.4,5.4
2017,0.6,5.3
2017,2.2,10.3
2017,3.8,20.15
2017,3.35,15.3
2017,1.2,8.75
2017,4.1,17.8
2017,3.73,14.8
2017,1.74,11.16
2017,0.9,9.35
2017,1.2,10.75
2017,4.7,16.8
2017,1.6,16.3
2017,0.91,5.8
2017,0.59,7.25
2017,7.86,29.76
2017,6.52,26.76
2017,2.85,13.8
2017,1.6,8.3
2017,2.2,14.15
2017,0.76,7.56
2017,5.68,24.36
2017,4.37,16.3
2017,3.0,15.35
2017,9.3,32.3
2017,2.8,15.95
2017,3.1,14.7
2017,0.9,7.3
2017,2.0,11.6
2017,1.2,8.75
2017,1.2,8.75
2017,9.31,29.8
2017,10.6,46.27
2017,11.22,45.62
2017,17.87,67.87
2017,1.29,8.84
2017,4.6,17.3
2017,3.26,13.8
2017,1.6,11.15
2017,3.0,15.3
2017,1.1,8.75
2017,0.16,5.3
2017,1.05,8.76
2017,0.95,9.49
2017,1.72,12.09
2017,0.81,6.96
2017,0.47,6.89
2017,3.52,13.8
2017,1.01,7.56
2017,9.48,30.8
2017,5.02,17.8
2017,1.47,8.3
2017,1.51,9.96
2017,0.46,5.3
2017,2.1,11.76
2017,1.15,8.16
2017,2.03,11.76
2017,0.24,5.16
2017,2.48,15.96
2017,4.23,18.36
2017,3.48,14.76
2017,2.31,12.36
2017,2.03,11.76
2017,15.3,42.3
2017,1.0,7.3
2017,2.4,14.15
2017,2.4,10.8
2017,15.95,59.98
2017,4.97,26.76
2017,1.01,8.16
2017,2.29,11.3
2017,1.0,9.95
2017,0.67,6.96
2017,17.76,51.8
2017,4.2,18.35
2017,1.9,11.8
2017,4.9,26.15
2017,1.3,8.75
2017,1.8,10.55
2017,18.51,58.56
2017,0.07,5.16
2017,1.29,9.3
2017,1.9,10.8
2017,0.92,6.3
2017,5.5,18.8
2017,0.6,5.8
2017,3.8,16.8
2017,2.65,11.88
2017,4.9,18.3
2017,0.4,5.8
2017,0.8,8.0
2017,1.2,8.58
2017,6.8,21.8
2017,3.3,14.8
2017,1.74,9.8
2017,3.31,13.8
2017,6.6,29.76
2017,1.6,9.35
2017,11.4,34.8
2017,4.4,16.8
2017,1.83,11.16
2017,1.81,8.3
2017,5.59,23.16
2017,3.3,18.3
2017,1.7,9.3
2017,2.42,9.8
2017,3.4,15.36
2017,2.4,13.8
2017,0.6,8.15
2017,0.4,4.8
2017,0.4,5.8
2017,2.4,11.3
2017,0.7,8.15
2017,1.9,10.8
2017,1.7,10.8
2017,1.06,8.16
2017,2.31,11.16
2017,1.37,9.75
2017,12.89,37.8
2017,3.89,16.3
2017,3.97,16.3
2017,4.1,18.8
2017,2.3,12.3
2017,2.5,15.3
2017,1.4,9.8
2017,3.3,15.8
2017,0.7,5.8
2017,7.5,35.35
2017,0.5,5.3
2017,1.0,9.1
2017,2.3,14.75
2017,1.1,8.16
2017,0.6,6.35
2017,0.76,8.19
2017,6.28,27.3
2017,0.3,6.35
2017,0.9,8.15
2017,0.56,7.3
2017,1.5,8.8
2017,1.6,9.3
2017,2.6,14.75
2017,0.37,6.0
2017,4.56,18.3
2017,0.92,7.3
2017,1.38,8.8
2017,6.8,21.3
2017,1.4,11.15
2017,2.3,10.3
2017,3.9,16.83
2017,1.9,13.35
2017,1.4,9.95
2017,2.7,13.8
2017,3.92,14.3
2017,3.1,16.3
2017,6.8,27.35
2017,7.7,28.93
2017,3.8,15.8
2017,1.5,9.3
2017,1.4,8.97
2017,12.7,45.95
2017,1.6,9.3
2017,11.3,38.8
2017,1.89,9.3
2017,3.41,15.8
2017,2.65,14.8
2017,17.71,63.8
2017,1.89,12.25
2017,1.74,11.16
2017,1.08,9.12
2017,2.78,14.76
2017,0.5,6.85
2017,3.2,16.8
2017,2.9,13.8
2017,2.2,12.98
2017,1.6,11.16
2017,5.5,21.96
2017,1.25,7.8
2017,2.42,12.96
2017,5.6,27.35
2017,0.1,4.8
2017,0.8,8.15
2017,2.1,15.3
2017,5.2,24.35
2017,0.92,8.16
2017,0.83,6.3
2017,2.15,13.56
2017,1.12,6.3
2017,2.52,12.96
2017,0.7,6.8
2017,1.01,8.76
2017,3.78,14.3
2017,3.4,15.95
2017,4.4,18.8
2017,1.3,9.35
2017,1.24,8.76
2017,0.89,6.8
2017,1.89,10.56
2017,7.4,32.25
2017,7.24,31.56
2017,1.0,8.75
2017,1.0,9.35
2017,6.1,26.15
2017,4.2,26.91
2017,7.4,23.3
2017,1.2,9.96
2017,8.44,35.16
2017,2.36,13.3
2017,6.94,33.96
2017,1.16,7.8
2017,2.89,16.0
2017,3.9,19.55
2017,1.7,9.95
2017,1.2,9.1
2017,1.1,8.8
2017,1.0,8.8
2017,1.44,8.8
2017,6.7,27.35
2017,3.0,11.8
2017,5.42,24.96
2017,0.5,5.8
2017,7.0,26.75
2017,4.63,20.76
2017,4.79,18.3
2017,5.0,17.3
2017,1.8,14.75
2017,0.6,7.55
2017,3.28,14.76
2017,0.61,6.96
2017,4.5,19.56
2017,1.52,8.8
2017,1.9,9.8
2017,6.3,22.3
2017,5.83,23.76
2017,11.67,38.8
2017,20.55,70.27
2017,0.65,5.8
2017,1.68,9.3
2017,2.54,12.36
2017,1.17,7.3
2017,15.08,51.36
2017,0.5,6.3
2017,3.4,16.3
2017,5.61,24.36
2017,4.69,23.76
2017,1.99,11.76
2017,0.98,8.84
2017,5.0,22.55
2017,3.5,18.95
2017,6.44,29.75
2017,5.7,20.3
2017,5.5,20.8
2017,10.02,36.96
2017,6.86,27.36
2017,1.67,10.8
2017,0.91,6.3
2017,1.83,11.3
2017,0.75,7.3
2017,0.8,7.3
2017,2.5,12.95
2017,1.28,8.3
2017,2.07,12.36
2017,1.9,9.8
2017,0.3,4.8
2017,1.2,10.55
2017,6.35,27.36
2017,4.32,17.3
2017,1.95,12.88
2017,0.77,8.16
2017,3.89,14.3
2017,1.19,8.8
2017,9.5,38.05
2017,8.2,33.06
2017,1.24,9.36
2017,6.6,33.67
2017,2.03,10.7
2017,5.7,24.35
2017,0.8,6.67
2017,2.6,12.95
2017,0.45,6.36
2017,1.33,6.8
2017,8.4,25.8
2017,0.43,6.36
2017,1.77,12.88
2017,2.09,9.8
2017,0.57,5.76
2017,2.59,13.56
2017,6.4,21.3
2017,1.6,9.3
2017,5.6,26.75
2017,4.3,19.32
2017,1.89,10.3
2017,4.21,19.56
2017,3.8,13.8
2017,1.7,8.8
2017,4.2,18.8
2017,1.23,9.36
2017,1.43,8.3
2017,2.26,13.5
2017,11.68,32.8
2017,3.4,17.16
2017,5.39,20.8
2017,0.31,4.8
2017,5.87,22.3
2017,1.24,10.3
2017,2.73,13.38
2017,5.48,24.36
2017,5.1,18.3
2017,4.1,18.8
2017,2.19,11.76
2017,0.47,5.3
2017,10.5,45.66
2017,3.2,18.35
2017,3.6,14.3
2017,0.1,3.8
2017,2.7,11.8
2017,1.4,10.35
2017,5.9,27.8
2017,19.5,63.36
2017,18.61,63.36
2017,1.3,8.3
2017,0.8,6.8
2017,0.5,7.85
2017,2.6,12.95
2017,1.2,9.35
2017,5.4,23.5
2017,2.25,13.56
2017,2.96,14.3
2017,19.07,61.3
2017,1.6,11.75
2017,4.1,18.35
2017,3.7,20.75
2017,2.6,10.3
2017,8.52,34.84
2017,5.03,20.16
2017,4.06,18.96
2017,5.66,23.16
2017,1.47,10.56
2017,0.6,6.95
2017,1.5,9.6
2017,1.5,9.13
2017,3.1,18.95
2017,2.75,15.36
2017,3.52,18.5
2017,1.07,8.3
2017,3.38,17.3
2017,1.02,7.3
2017,2.3,13.56
2017,1.25,8.76
2017,1.71,11.44
2017,5.16,21.36
2017,4.78,23.16
2017,1.69,10.3
2017,1.59,10.56
2017,3.24,21.67
2017,0.57,5.3
2017,4.6,21.0
2017,2.6,14.75
2017,5.5,24.35
2017,6.79,29.16
2017,1.67,8.3
2017,2.48,14.16
2017,5.29,21.96
2017,16.4,60.35
2017,2.51,13.3
2017,2.04,11.62
2017,0.6,5.3
2017,1.8,9.3
2017,1.5,7.8
2017,1.02,6.8
2017,0.69,7.56
2017,2.59,14.76
2017,1.3,8.3
2017,7.0,24.8
2017,1.6,9.8
2017,2.3,11.8
2017,20.9,58.8
2017,5.5,26.6
2017,1.24,8.76
2017,0.62,8.19
2017,0.86,6.8
2017,5.31,21.3
2017,1.77,9.3
2017,0.6,7.8
2017,18.5,73.16
2017,1.66,11.62
2017,5.27,21.96
2017,1.58,9.8
2017,10.12,29.8
2017,1.62,9.36
2017,4.78,16.3
2017,7.24,26.76
2017,6.0,19.8
2017,0.67,6.8
2017,2.71,15.36
2017,0.6,5.3
2017,0.59,5.3
2017,1.47,9.96
2017,2.19,11.16
2017,1.6,8.3
2017,1.42,7.8
2017,2.34,12.3
2017,4.3,19.55
2017,2.15,12.36
2017,1.43,10.8
2017,1.07,7.3
2017,3.87,18.96
2017,1.2,9.35
2017,4.7,19.3
2017,11.1,36.8
2017,1.5,8.75
2017,1.5,8.3
2017,1.8,9.3
2017,0.78,7.56
2017,1.83,9.3
2017,0.59,5.8
2017,1.45,9.36
2017,0.48,6.96
2017,1.15,9.36
2017,1.27,9.96
2017,1.03,10.38
2017,1.14,7.3
2017,3.77,17.16
2017,0.3,5.8
2017,2.7,11.8
2017,10.2,41.3
2017,0.8,8.0
2017,1.82,11.8
2017,2.81,13.88
2017,1.49,9.36
2017,1.6,8.8
2017,0.3,5.75
2017,6.53,24.36
2017,0.6,6.8
2017,3.8,17.75
2017,0.9,6.8
2017,1.89,10.8
2017,7.3,27.3
2017,1.3,0.3
2017,3.6,75.3
2017,3.84,14.3
2017,2.06,9.3
2017,2.56,14.76
2017,4.95,26.0
2017,3.2,14.3
2017,5.3,18.8
2017,2.6,11.8
2017,0.8,7.3
2017,1.4,12.35
2017,5.89,27.96
2017,1.19,8.3
2017,4.08,18.96
2017,0.9,8.16
2017,2.15,13.8
2017,1.0,8.15
2017,6.0,24.35
2017,0.6,5.8
2017,1.3,9.3
2017,11.4,33.8
2017,1.6,8.8
2017,1.8,10.0
2017,0.8,5.8
2017,1.2,10.1
2017,1.1,9.1
2017,0.7,6.3
2017,1.5,9.75
2017,0.9,6.8
2017,4.2,18.95
2017,1.1,6.8
2017,2.0,11.15
2017,2.5,11.8
2017,2.7,15.0
2017,0.46,6.36
2017,3.21,15.8
2017,3.32,17.29
2017,1.39,9.49
2017,2.59,17.29
2017,6.05,24.96
2017,3.4,15.96
2017,0.05,73.2
2017,2.02,11.62
2017,5.02,20.76
2017,1.27,8.16
2017,2.0,12.36
2017,0.8,8.16
2017,7.1,31.55
2017,3.3,17.15
2017,3.0,15.95
2017,18.7,56.3
2017,3.55,16.8
2017,0.38,4.8
2017,1.42,8.8
2017,3.02,16.62
2017,1.39,10.38
2017,0.3,5.3
2017,1.6,10.3
2017,4.4,23.5
2017,12.3,40.06
2017,20.7,58.08
2017,0.99,8.5
2017,0.93,9.36
2017,3.4,15.35
2017,4.6,17.3
2017,4.2,15.8
2017,6.07,24.96
2017,1.9,12.35
2017,1.1,7.8
2017,2.0,12.95
2017,3.3,15.35
2017,4.7,16.8
2017,11.9,34.3
2017,0.06,4.8
2017,1.87,10.8
2017,1.03,6.8
2017,1.4,8.9
2017,3.6,16.55
2017,1.4,8.3
2017,1.9,11.75
2017,4.81,19.3
2017,15.51,44.3
2017,5.2,20.3
2017,1.8,9.95
2017,1.1,8.15
2017,6.8,29.15
2017,7.9,26.8
2017,2.37,10.3
2017,19.54,70.27
2017,13.3,47.16
2017,0.88,6.8
2017,2.4,14.15
2017,2.1,10.8
2017,5.8,26.15
2017,1.0,9.35
2017,0.7,6.8
2017,12.8,37.3
2017,0.8,7.55
2017,5.5,24.1
2017,0.3,8.3
2017,5.3,26.6
2017,5.0,19.8
2017,3.1,15.3
2017,0.79,8.16
2017,1.99,12.36
2017,2.63,13.8
2017,2.94,14.3
2017,3.37,17.76
2017,2.18,12.8
2017,5.08,19.3
2017,5.26,18.3
2017,3.5,15.3
2017,1.7,9.95
2017,16.1,64.41
2017,1.19,7.8
2017,1.69,9.8
2017,0.88,8.19
2017,0.02,3.8
2017,0.45,5.8
2017,2.7,16.6
2017,3.9,17.15
2017,0.4,4.8
2017,1.46,10.14
2017,10.85,51.06
2017,0.9,7.55
2017,0.8,9.3
2017,0.8,8.5
2017,9.5,37.55
2017,1.63,8.8
2017,2.49,13.3
2017,0.84,8.5
2017,0.35,4.3
2017,1.31,10.56
2017,2.45,12.3
2017,4.0,17.8
2017,2.63,10.8
2017,2.02,12.0
2017,1.39,9.59
2017,2.25,12.36
2017,1.01,8.3
2017,1.49,7.8
2017,11.78,43.5
2017,4.52,19.11
2017,1.62,10.56
2017,5.35,18.8
2017,1.3,7.8
2017,1.6,7.8
2017,5.5,20.3
2017,1.7,9.5
2017,1.15,11.76
2017,1.63,12.09
2017,1.7,11.62
2017,2.2,14.15
2017,1.6,12.35
2017,3.5,15.8
2017,4.5,15.8
2017,1.34,10.38
2017,1.13,7.3
2017,9.83,35.06
2017,0.8,5.8
2017,6.01,30.38
2017,3.81,16.3
2017,1.82,9.8
2017,2.43,12.3
2017,1.65,9.36
2017,2.2,12.25
2017,11.21,44.16
2017,2.1,11.8
2017,0.6,6.95
2017,5.9,23.3
2017,0.9,8.5
2017,1.5,10.55
2017,0.4,6.85
2017,1.0,7.3
2017,1.3,9.3
2017,1.0,8.8
2017,1.52,10.56
2017,2.5,12.96
2017,0.78,7.8
2017,0.82,6.3
2017,5.02,19.3
2017,5.6,23.3
2017,2.9,15.3
2017,0.39,4.8
2017,0.49,5.3
2017,2.34,11.34
2017,1.39,7.8
2017,0.66,5.8
2017,0.6,5.8
2017,2.3,10.3
2017,19.8,58.56
2017,0.6,7.3
2017,2.7,12.3
2017,20.9,52.8
2017,1.65,12.8
2017,4.34,20.8
2017,4.7,21.96
2017,2.69,10.3
2017,1.85,11.8
2017,1.86,12.36
2017,0.8,7.8
2017,5.33,26.0
2017,4.21,26.3
2017,3.7,18.95
2017,2.5,14.16
2017,1.2,8.8
2017,3.18,11.8
2017,4.07,19.56
2017,1.83,11.62
2017,1.11,8.16
2017,1.71,12.09
2017,0.75,9.12
2017,1.6,11.6
2017,0.5,5.3
2017,2.9,16.55
2017,0.8,7.8
2017,3.7,18.3
2017,3.3,17.75
2017,1.5,10.8
2017,7.7,27.8
2017,4.48,20.16
2017,4.2,18.8
2017,0.62,6.3
2017,6.34,38.16
2017,3.16,19.24
2017,3.72,23.56
2017,1.56,10.56
2017,3.6,17.76
2017,2.8,15.95
2017,0.7,5.8
2017,1.0,9.35
2017,1.1,8.15
2017,0.9,8.15
2017,5.97,24.5
2017,3.65,15.96
2017,7.5,33.3
2017,0.45,4.8
2017,0.9,7.55
2017,2.43,10.8
2017,0.96,5.8
2017,3.62,17.3
2017,0.61,7.8
2017,2.65,12.8
2017,0.5,6.95
2017,5.4,27.35
2017,0.48,5.3
2017,2.72,14.76
2017,1.55,9.75
2017,4.4,16.0
2017,0.5,6.6
2017,3.6,16.55
2017,1.8,11.15
2017,0.6,6.3
2017,0.7,7.55
2017,4.1,15.3
2017,1.3,9.35
2017,3.4,16.6
2017,0.91,6.8
2017,3.19,13.8
2017,1.83,8.8
2017,0.93,8.16
2017,0.77,6.8
2017,1.17,8.3
2017,5.09,23.16
2017,1.4,9.0
2017,7.19,29.3
2017,2.4,13.5
2017,2.02,12.36
2017,0.64,7.0
2017,2.98,15.96
2017,1.13,9.36
2017,1.28,7.3
2017,2.25,10.3
2017,6.7,32.2
2017,0.19,4.3
2017,3.9,17.9
2017,3.72,15.3
2017,4.05,19.56
2017,1.18,9.96
2017,1.94,11.76
2017,1.65,11.16
2017,3.92,19.56
2017,0.85,7.88
2017,1.37,8.9
2017,4.25,14.3
2017,4.23,17.8
2017,3.68,16.8
2017,2.64,13.56
2017,2.14,9.3
2017,1.0,10.55
2017,1.8,12.0
2017,4.3,18.36
2017,1.31,9.36
2017,3.23,15.36
2017,13.5,47.3
2017,0.3,5.75
2017,3.0,14.8
2017,8.4,31.8
2017,0.44,5.3
2017,7.46,27.96
2017,2.44,11.8
2017,2.84,13.3
2017,1.78,11.76
2017,1.5,9.35
2017,0.7,6.8
2017,6.1,20.3
2017,1.19,8.58
2017,4.06,16.8
2017,1.15,7.3
2017,12.26,37.8
2017,7.13,30.38
2017,1.4,7.3
2017,1.8,11.75
2017,4.6,19.3
2017,0.7,6.3
2017,1.52,9.8
2017,1.66,8.8
2017,1.98,9.3
2017,4.68,18.8
2017,1.21,7.8
2017,5.54,20.3
2017,0.98,8.16
2017,3.67,18.36
2017,10.14,29.3
2017,1.8,10.8
2017,1.2,8.3
2017,4.76,16.8
2017,4.7,22.56
2017,1.1,7.8
2017,1.9,8.8
2017,2.8,13.3
2017,1.4,9.3
2017,1.3,10.56
2017,2.01,12.25
2017,2.7,14.3
2017,2.3,13.35
2017,3.0,14.65
2017,3.25,14.8
2017,0.7,5.8
2017,1.27,9.12
2017,1.62,12.3
2017,1.59,9.8
2017,1.7,10.3
2017,5.4,19.3
2017,1.6,7.8
2017,2.3,13.3
2017,2.3,40.3
2017,2.1,12.95
2017,2.9,14.3
2017,2.0,12.35
2017,4.2,17.8
2017,0.6,9.35
2017,5.3,20.8
2017,4.8,20.75
2017,3.6,18.35
2017,6.78,26.3
2017,10.55,48.67
2017,1.28,9.96
2017,1.89,11.16
2017,3.06,11.3
2017,2.15,10.8
2017,1.13,7.8
2017,0.57,6.36
2017,1.67,11.76
2017,1.17,6.8
2017,0.75,8.16
2017,0.38,4.8
2017,1.55,9.96
2017,2.83,11.3
2017,3.2,13.8
2017,4.7,19.3
2017,1.94,11.3
2017,4.9,19.8
2017,7.1,31.8
2017,2.9,11.3
2017,0.55,5.8
2017,6.53,31.56
2017,3.54,17.16
