source_year,trip_distance,total_amount
2017,1.34,7.3
2017,2.07,15.96
2017,1.4,9.96
2017,1.51,9.8
2017,1.22,9.96
2017,0.81,7.56
2017,2.62,12.3
2017,0.7,8.5
2017,0.8,8.15
2017,1.2,10.75
2017,1.2,13.3
2017,0.5,6.8
2017,0.5,8.15
2017,1.2,8.75
2017,0.85,9.12
2017,0.57,6.96
2017,1.42,12.36
2017,2.34,17.16
2017,12.2,50.56
2017,0.7,5.8
2017,0.8,6.95
2017,0.8,6.8
2017,1.7,9.3
2017,2.51,16.45
2017,0.87,6.96
2017,2.21,15.36
2017,1.18,8.8
2017,1.7,12.36
2017,1.11,8.03
2017,1.02,9.3
2017,0.8,8.15
2017,2.2,9.8
2017,2.5,15.36
2017,0.56,6.3
2017,6.42,29.0
2017,1.58,9.8
2017,1.05,8.16
2017,1.05,8.16
2017,0.36,4.8
2017,2.28,14.3
2017,1.92,9.3
2017,3.21,14.3
2017,1.04,8.3
2017,0.43,5.76
2017,1.43,8.8
2017,1.25,8.8
2017,1.15,7.3
2017,2.31,12.25
2017,2.18,14.8
2017,2.54,12.8
2017,5.2,17.8
2017,1.62,12.8
2017,1.0,8.3
2017,0.8,8.15
2017,1.2,9.75
2017,4.9,20.8
2017,1.33,9.12
2017,1.68,10.8
2017,0.79,6.45
2017,1.06,6.8
2017,1.78,13.56
2017,1.6,12.35
2017,1.0,5.8
2017,0.99,8.0
2017,2.49,12.8
2017,3.6,19.89
2017,3.9,17.8
2017,3.36,15.3
2017,3.1,16.3
2017,1.59,10.56
2017,1.48,10.56
2017,2.72,13.8
2017,0.97,6.8
2017,1.6,11.88
2017,1.2,9.1
2017,1.2,9.8
2017,1.6,10.3
2017,0.6,5.8
2017,0.4,7.8
2017,1.3,8.5
2017,9.61,43.27
2017,4.3,20.3
2017,1.6,10.3
2017,1.1,8.4
2017,0.5,6.0
2017,0.5,5.3
2017,4.5,26.15
2017,26.84,96.06
2017,0.43,5.3
2017,0.83,6.96
2017,1.22,9.8
2017,3.07,17.16
2017,0.93,9.96
2017,1.12,12.96
2017,1.3,9.95
2017,3.2,15.8
2017,1.77,11.8
2017,0.77,5.8
2017,1.93,10.79
2017,1.34,10.3
2017,0.67,6.96
2017,1.09,12.36
2017,1.4,7.8
2017,1.5,11.85
2017,0.6,6.3
2017,1.5,9.35
2017,0.6,7.3
2017,9.9,44.34
2017,1.0,6.8
2017,2.4,15.95
2017,0.7,7.55
2017,0.7,6.3
2017,11.13,54.07
2017,1.0,10.1
2017,3.1,17.3
2017,2.5,16.56
2017,2.16,12.96
2017,0.8,6.8
2017,2.0,11.8
2017,0.97,8.19
2017,4.9,19.3
2017,2.79,12.3
2017,9.65,44.47
2017,2.2,14.8
2017,0.7,7.85
2017,0.2,4.3
2017,1.3,12.35
2017,0.7,8.15
2017,0.86,8.16
2017,3.01,16.56
2017,0.31,3.8
2017,1.41,9.36
2017,10.5,44.46
2017,1.69,10.8
2017,0.58,6.8
2017,3.21,18.8
2017,0.5,6.35
2017,6.4,26.15
2017,2.8,15.95
2017,2.11,12.36
2017,1.12,10.3
2017,1.16,10.56
2017,7.82,32.8
2017,1.03,9.36
2017,1.41,10.56
2017,0.95,8.19
2017,4.19,18.74
2017,2.25,12.25
2017,1.88,10.23
2017,0.88,8.8
2017,9.62,40.06
2017,2.57,19.0
2017,8.1,30.8
2017,1.21,8.3
2017,4.32,18.8
2017,1.7,14.3
2017,2.4,15.95
2017,2.5,17.3
2017,0.3,5.8
2017,1.9,13.5
2017,1.37,9.96
2017,0.49,6.36
2017,0.75,7.8
2017,2.09,12.96
2017,1.13,9.5
2017,0.96,6.8
2017,0.89,11.62
2017,2.18,14.16
2017,3.37,17.16
2017,2.14,11.8
2017,0.66,6.96
2017,1.8,10.56
2017,1.15,9.36
2017,2.2,13.56
2017,2.77,16.56
2017,1.29,8.8
2017,2.72,14.76
2017,10.2,38.06
2017,1.86,9.3
2017,0.64,5.8
2017,2.09,14.3
2017,1.57,11.62
2017,1.7,9.3
2017,5.7,27.95
2017,1.7,12.3
2017,0.7,5.3
2017,4.3,19.8
2017,0.5,6.36
2017,1.75,8.8
2017,2.15,14.76
2017,0.85,6.3
2017,2.05,12.25
2017,1.24,9.8
2017,1.2,9.8
2017,0.9,9.3
2017,0.8,7.3
2017,0.5,4.8
2017,1.63,11.76
2017,5.41,19.8
2017,1.75,9.8
2017,1.4,12.3
2017,4.9,22.8
2017,3.65,13.8
2017,1.18,10.3
2017,0.45,7.3
2017,5.52,30.96
2017,9.07,41.47
2017,2.34,15.38
2017,2.3,14.75
2017,0.9,7.3
2017,0.4,5.55
2017,0.8,6.35
2017,0.5,5.8
2017,3.4,20.15
2017,1.4,11.15
2017,0.7,7.3
2017,1.9,10.55
2017,0.8,8.15
2017,0.5,6.3
2017,1.1,7.3
2017,0.8,7.0
2017,1.5,11.15
2017,2.3,11.15
2017,1.0,8.15
2017,0.3,7.85
2017,9.92,46.95
2017,0.47,6.3
2017,1.45,9.96
2017,0.69,7.56
2017,0.6,4.8
2017,1.57,8.3
2017,0.53,5.8
2017,1.51,9.3
2017,1.94,12.36
2017,1.38,9.3
2017,1.33,11.3
2017,0.95,8.3
2017,0.64,6.3
2017,1.32,11.16
2017,1.56,15.3
2017,2.13,16.62
2017,2.1,11.3
2017,0.9,8.15
2017,0.52,5.8
2017,0.91,11.16
2017,0.68,7.3
2017,0.44,5.16
2017,2.46,12.96
2017,0.6,5.3
2017,17.3,70.26
2017,1.1,6.3
2017,0.6,5.8
2017,4.0,21.19
2017,1.7,11.3
2017,3.7,15.3
2017,0.56,5.3
2017,2.55,12.8
2017,4.9,23.98
2017,1.7,11.75
2017,0.3,4.3
2017,1.38,8.76
2017,1.14,6.8
2017,2.1,14.75
2017,0.3,6.5
2017,5.9,24.35
2017,2.82,18.96
2017,1.48,10.56
2017,1.49,10.8
2017,1.35,8.0
2017,2.84,15.96
2017,1.9,17.15
2017,9.3,34.56
2017,2.21,13.57
2017,1.2,8.8
2017,1.13,9.36
2017,1.0,9.95
2017,5.2,20.8
2017,1.3,8.8
2017,1.45,12.96
2017,2.25,13.3
2017,0.71,6.62
2017,0.83,7.5
2017,2.19,10.3
2017,4.35,21.3
2017,3.16,15.18
2017,2.16,13.56
2017,4.0,16.8
2017,2.4,19.3
2017,1.9,11.8
2017,2.1,10.3
2017,1.2,7.8
2017,1.3,11.15
2017,0.6,5.3
2017,2.85,19.12
2017,11.68,44.56
2017,2.04,13.8
2017,1.9,11.16
2017,1.12,8.8
2017,0.78,6.8
2017,0.6,6.96
2017,0.7,7.25
2017,6.1,30.95
2017,0.7,7.55
2017,0.8,5.3
2017,0.8,7.55
2017,1.3,9.35
2017,2.1,11.8
2017,8.3,30.3
2017,3.0,18.96
2017,1.3,8.8
2017,1.0,8.16
2017,1.7,13.8
2017,3.6,18.8
2017,0.4,5.07
2017,0.8,6.3
2017,2.62,13.8
2017,1.57,11.3
2017,1.2,12.36
2017,0.3,4.3
2017,0.9,7.3
2017,2.1,8.8
2017,0.6,5.8
2017,1.92,13.56
2017,1.95,10.3
2017,1.63,9.49
2017,0.51,7.56
2017,1.91,11.8
2017,2.04,11.3
2017,1.3,7.8
2017,1.77,12.96
2017,1.5,10.3
2017,2.4,10.8
2017,1.0,8.15
2017,0.9,8.15
2017,1.4,8.8
2017,1.9,14.75
2017,1.4,9.96
2017,7.7,27.8
2017,8.0,28.8
2017,0.3,5.3
2017,2.18,12.3
2017,2.06,15.38
2017,2.73,12.88
2017,0.8,6.95
2017,0.7,7.05
2017,0.6,6.8
2017,1.0,6.8
2017,1.8,13.0
2017,22.2,73.16
2017,1.8,11.3
2017,2.0,11.8
2017,1.9,11.8
2017,1.01,6.96
2017,1.49,9.8
2017,2.0,13.55
2017,0.8,6.67
2017,0.7,8.8
2017,1.4,6.8
2017,3.0,18.8
2017,5.7,24.35
2017,2.03,12.36
2017,3.79,23.8
2017,7.4,30.0
2017,3.8,21.2
2017,1.19,8.8
2017,3.47,17.3
2017,8.9,41.0
2017,6.6,27.35
2017,2.8,17.25
2017,1.31,7.8
2017,0.8,8.76
2017,0.99,6.3
2017,1.83,10.3
2017,2.1,11.15
2017,0.4,6.8
2017,0.8,8.75
2017,2.7,15.95
2017,10.5,39.56
2017,2.4,15.95
2017,0.8,7.55
2017,0.66,7.56
2017,1.22,7.8
2017,1.2,11.62
2017,1.02,6.8
2017,4.8,24.8
2017,0.6,6.6
2017,0.62,6.8
2017,1.27,9.0
2017,2.29,16.0
2017,0.82,7.3
2017,0.6,6.36
2017,0.8,7.56
2017,1.67,9.36
2017,1.99,12.3
2017,0.2,5.16
2017,1.8,9.3
2017,1.3,10.56
2017,1.9,9.8
2017,1.31,8.3
2017,1.7,9.36
2017,2.35,12.96
2017,1.36,8.8
2017,4.51,19.32
2017,3.7,15.8
2017,4.9,24.75
2017,6.47,27.94
2017,1.11,9.96
2017,0.76,5.3
2017,4.27,17.8
2017,1.08,7.8
2017,1.9,11.16
2017,2.1,9.8
2017,1.02,7.3
2017,4.18,14.8
2017,1.33,10.8
2017,0.9,7.3
2017,2.0,11.6
2017,2.9,15.3
2017,1.1,7.3
2017,0.82,7.0
2017,1.9,12.36
2017,1.5,7.3
2017,0.93,9.36
2017,7.88,24.3
2017,1.18,7.3
2017,9.8,32.3
2017,0.9,8.15
2017,0.9,8.8
2017,1.0,6.3
2017,1.2,7.8
2017,1.5,9.3
2017,1.7,12.95
2017,2.84,20.8
2017,3.5,17.8
2017,1.94,12.36
2017,1.27,8.8
2017,1.45,9.96
2017,2.32,12.43
2017,2.24,14.69
2017,0.71,6.96
2017,0.91,8.16
2017,2.43,13.3
2017,0.79,6.62
2017,2.66,16.56
2017,1.5,8.3
2017,2.4,11.75
2017,1.2,8.75
2017,0.5,4.8
2017,2.3,13.3
2017,2.01,12.42
2017,2.57,14.76
2017,0.23,4.94
2017,1.6,12.3
2017,1.68,12.96
2017,0.7,10.3
2017,2.2,12.95
2017,1.91,11.76
2017,6.07,22.8
2017,0.67,5.8
2017,1.5,11.0
2017,1.08,6.8
2017,18.2,76.11
2017,20.97,67.56
2017,1.08,9.36
2017,2.2,17.16
2017,1.87,11.76
2017,22.04,66.0
2017,0.16,4.56
2017,1.4,7.8
2017,1.8,8.8
2017,0.7,5.8
2017,0.9,7.55
2017,2.6,15.35
2017,3.8,18.3
2017,0.4,4.3
2017,2.5,17.75
2017,0.6,6.3
2017,0.87,8.76
2017,0.73,6.36
2017,0.69,6.8
2017,0.5,5.8
2017,9.09,40.87
2017,3.0,13.56
2017,12.13,34.3
2017,1.21,10.56
2017,0.57,4.8
2017,0.52,6.36
2017,0.95,12.96
2017,1.67,14.16
2017,1.41,8.3
2017,2.25,14.12
2017,1.16,9.36
2017,2.59,14.16
2017,1.51,10.56
2017,0.32,5.3
2017,4.67,19.3
2017,0.85,7.3
2017,3.41,14.3
2017,2.19,16.0
2017,0.39,4.3
2017,9.4,42.06
2017,3.8,17.75
2017,6.0,27.35
2017,2.3,12.3
2017,1.5,12.3
2017,2.61,17.88
2017,0.92,8.16
2017,0.52,4.8
2017,1.02,8.16
2017,1.7,7.8
2017,1.83,14.76
2017,4.68,25.56
2017,2.07,14.76
2017,2.3,11.3
2017,1.4,11.15
2017,0.57,6.36
2017,0.61,5.8
2017,2.61,13.56
2017,3.42,17.3
2017,3.53,20.3
2017,1.65,14.16
2017,1.78,10.8
2017,0.42,4.3
2017,1.72,13.5
2017,0.75,6.96
2017,3.83,23.16
2017,0.59,4.8
2017,18.0,58.56
2017,0.4,4.8
2017,0.7,5.8
2017,0.7,8.3
2017,1.5,9.95
2017,10.9,46.6
2017,2.54,13.3
2017,4.21,19.8
2017,3.67,15.0
2017,1.4,12.25
2017,0.9,6.8
2017,0.9,8.15
2017,1.1,7.3
2017,0.7,5.8
2017,0.8,9.3
2017,4.36,19.3
2017,0.88,8.16
2017,0.7,6.6
2017,0.4,6.2
2017,0.9,6.8
2017,0.8,8.3
2017,4.48,22.56
2017,1.76,9.3
2017,0.93,9.36
2017,1.56,17.16
2017,4.62,20.8
2017,3.8,20.15
2017,0.7,6.3
2017,4.0,20.3
2017,1.3,9.3
2017,0.6,7.55
2017,0.7,6.8
2017,0.7,6.8
2017,1.0,8.8
2017,2.18,19.75
2017,0.58,7.25
2017,6.07,23.8
2017,0.95,9.12
2017,9.5,36.0
2017,1.81,15.38
2017,12.5,49.8
2017,1.05,10.3
2017,1.37,9.96
2017,2.71,14.76
2017,1.01,7.88
2017,2.54,11.8
2017,3.06,15.96
2017,1.94,9.3
2017,2.0,13.5
2017,1.28,10.56
2017,3.85,16.8
2017,11.79,49.14
2017,0.52,8.55
2017,1.5,12.09
2017,0.34,6.36
2017,1.69,11.76
2017,1.6,8.8
2017,2.4,15.35
2017,2.49,13.8
2017,2.0,14.3
2017,0.83,6.3
2017,2.54,13.5
2017,1.34,8.76
2017,0.8,7.56
2017,7.64,34.84
2017,14.32,53.5
2017,2.2,13.55
2017,2.3,14.15
2017,1.3,9.8
2017,1.51,8.8
2017,3.03,13.8
2017,3.92,22.88
2017,16.38,72.0
2017,3.0,15.95
2017,2.78,17.3
2017,3.5,16.3
2017,12.8,53.46
2017,4.1,14.8
2017,0.9,7.3
2017,0.8,6.95
2017,0.9,6.3
2017,0.5,8.8
2017,2.1,10.55
2017,19.8,58.56
2017,2.07,14.72
2017,0.94,6.3
2017,0.82,8.76
2017,0.8,8.75
2017,1.0,8.8
2017,1.9,18.8
2017,1.0,8.15
2017,1.4,8.8
2017,1.6,11.3
2017,6.23,28.1
2017,2.25,14.8
2017,1.2,10.12
2017,1.3,8.75
2017,0.6,5.75
2017,2.2,12.3
2017,1.13,7.3
2017,0.63,7.56
2017,1.22,9.36
2017,2.02,13.8
2017,4.0,18.5
2017,0.9,8.3
2017,1.7,9.8
2017,0.7,9.35
2017,11.27,32.3
2017,4.8,21.8
2017,0.7,6.8
2017,2.8,17.25
2017,15.08,54.75
2017,2.08,13.3
2017,1.68,8.3
2017,0.87,7.56
2017,3.78,21.36
2017,11.0,39.06
2017,9.82,44.45
2017,1.22,9.75
2017,1.25,8.3
2017,0.8,6.3
2017,1.7,14.15
2017,2.1,12.3
2017,0.72,7.8
2017,1.06,8.3
2017,4.3,19.3
2017,2.8,14.63
2017,0.9,7.3
2017,0.9,8.15
2017,1.47,8.8
2017,2.44,13.8
2017,3.2,20.75
2017,2.5,18.35
2017,0.7,6.8
2017,0.7,8.15
2017,1.2,8.97
2017,2.0,10.3
2017,0.6,6.35
2017,0.8,9.49
2017,1.7,11.75
2017,0.38,4.8
2017,1.19,10.8
2017,0.58,6.3
2017,0.67,6.3
2017,2.25,14.8
2017,1.5,8.75
2017,1.7,10.8
2017,2.1,14.75
2017,2.3,13.5
2017,2.0,10.3
2017,5.0,23.15
2017,1.36,8.8
2017,0.88,6.8
2017,2.12,10.8
2017,2.04,18.59
2017,0.9,7.3
2017,0.71,8.16
2017,0.65,5.3
2017,1.9,10.8
2017,18.5,68.56
2017,1.11,10.38
2017,1.44,10.38
2017,4.7,21.96
2017,0.7,5.3
2017,2.5,13.8
2017,1.7,8.8
2017,1.7,11.6
2017,4.2,16.8
2017,1.81,14.12
2017,0.51,6.24
2017,2.98,12.8
2017,1.97,12.3
2017,0.72,7.8
2017,1.05,8.16
2017,0.76,6.1
2017,1.14,6.8
2017,1.88,9.3
2017,2.05,13.56
2017,0.45,4.3
2017,0.8,10.25
2017,2.76,12.36
2017,3.56,14.3
2017,0.66,5.3
2017,0.8,9.3
2017,2.15,12.96
2017,2.66,15.38
2017,1.35,11.0
2017,1.23,11.3
2017,1.66,11.16
2017,1.7,10.7
2017,1.8,11.8
2017,0.9,8.8
2017,1.6,11.88
2017,0.82,7.56
2017,18.34,73.2
2017,18.71,58.56
2017,0.9,6.8
2017,2.9,14.8
2017,1.3,9.96
2017,1.4,10.1
2017,1.5,12.25
2017,1.3,9.75
2017,1.8,12.95
2017,8.5,25.3
2017,2.45,15.38
2017,8.8,31.3
2017,6.8,27.35
2017,1.3,10.0
2017,1.33,9.54
2017,3.02,14.76
2017,1.9,14.8
2017,0.4,5.75
2017,0.7,5.8
2017,7.5,26.8
2017,1.44,9.36
2017,6.55,22.8
2017,0.42,5.8
2017,1.47,12.09
2017,1.1,6.3
2017,1.7,12.8
2017,1.5,9.95
2017,0.9,9.95
2017,0.4,6.3
2017,1.4,10.55
2017,0.6,6.8
2017,2.3,11.8
2017,0.7,6.95
2017,0.7,7.8
2017,0.9,9.35
2017,2.6,13.8
2017,0.73,7.25
2017,0.99,7.88
2017,1.98,13.3
2017,1.11,8.76
2017,2.47,12.43
2017,0.63,6.89
2017,0.8,7.55
2017,2.44,12.36
2017,1.18,7.3
2017,2.58,15.96
2017,2.05,11.76
2017,0.71,6.96
2017,0.95,8.16
2017,1.52,8.8
2017,0.88,9.75
2017,3.09,17.3
2017,0.9,6.35
2017,1.1,9.95
2017,2.4,16.3
2017,3.9,20.47
2017,1.33,10.23
2017,1.33,9.75
2017,0.95,7.8
2017,1.7,13.56
2017,0.7,9.3
2017,1.4,10.35
2017,1.0,10.1
2017,2.43,11.8
2017,1.4,10.35
2017,2.9,18.3
2017,1.3,9.8
2017,17.3,58.56
2017,0.6,6.95
2017,0.9,9.8
2017,0.9,9.13
2017,6.7,27.8
2017,5.7,23.35
2017,1.8,10.3
2017,0.9,9.35
2017,0.9,8.15
2017,2.1,14.3
2017,0.6,6.96
2017,1.23,8.8
2017,0.89,7.3
2017,0.98,7.8
2017,1.8,9.3
2017,2.38,13.3
2017,2.28,15.3
2017,1.95,12.25
2017,2.27,15.36
2017,1.56,10.3
2017,1.4,12.05
2017,1.9,11.8
2017,1.59,9.8
2017,1.41,14.12
2017,2.18,12.36
2017,1.3,8.3
2017,2.81,14.3
2017,9.93,45.67
2017,3.6,18.3
2017,1.4,8.8
2017,0.72,7.56
2017,2.4,11.3
2017,0.67,6.36
2017,1.9,13.0
2017,1.3,7.8
2017,2.5,15.3
2017,2.2,15.35
2017,2.5,13.8
2017,0.3,4.3
2017,5.8,22.3
2017,4.4,21.35
2017,2.2,17.15
2017,1.4,8.8
2017,10.1,42.66
2017,0.85,6.3
2017,0.9,8.76
2017,1.22,9.36
2017,0.65,7.25
2017,1.1,9.3
2017,0.6,6.6
2017,5.0,21.35
2017,3.1,14.75
2017,9.9,31.3
2017,0.45,4.8
2017,10.08,40.0
2017,1.8,11.76
2017,5.64,23.5
2017,4.11,22.56
2017,2.2,14.15
2017,1.6,9.95
2017,0.8,7.8
2017,0.9,13.3
2017,13.2,68.81
2017,3.3,17.76
2017,0.6,7.25
2017,0.5,7.55
2017,11.32,46.87
2017,1.0,9.35
2017,0.8,7.5
2017,1.8,9.55
2017,2.93,18.5
2017,1.76,12.96
2017,0.4,5.8
2017,1.8,11.75
2017,0.9,16.6
2017,1.7,11.3
2017,0.54,6.8
2017,0.42,4.8
2017,2.0,13.8
2017,2.25,12.3
2017,3.57,13.8
2017,2.69,12.6
2017,0.46,5.3
2017,0.95,8.76
2017,2.06,11.8
2017,1.4,9.68
2017,1.5,10.3
2017,1.5,9.8
2017,2.44,13.0
2017,1.05,8.8
2017,0.68,5.8
2017,0.57,6.3
2017,2.17,12.0
2017,10.15,51.67
2017,1.6,11.75
2017,0.8,6.5
2017,4.3,18.8
2017,1.9,10.3
2017,3.1,17.75
2017,2.5,14.76
2017,0.82,8.16
2017,0.57,6.3
2017,3.64,16.8
2017,0.9,8.3
2017,2.0,9.8
2017,0.5,4.8
2017,1.1,6.8
2017,3.1,19.3
2017,1.1,9.35
2017,1.1,7.55
2017,2.7,17.15
2017,17.4,67.34
2017,0.49,5.3
2017,1.2,7.8
2017,1.8,9.95
2017,4.9,18.3
2017,3.7,18.96
2017,1.94,14.04
2017,13.36,56.47
2017,0.9,11.6
2017,1.5,8.3
2017,5.8,20.3
2017,9.95,43.27
2017,0.7,6.8
2017,1.6,10.23
2017,16.2,68.5
2017,0.9,6.8
2017,1.1,11.0
2017,11.0,51.06
2017,1.88,10.7
2017,3.46,16.8
2017,4.97,20.3
2017,1.43,11.16
2017,1.15,8.16
2017,1.03,8.16
2017,1.09,6.8
2017,1.92,11.0
2017,1.99,12.8
2017,0.8,6.93
2017,1.8,12.66
2017,1.7,10.3
2017,0.5,5.3
2017,1.3,8.8
2017,2.1,12.96
2017,5.0,23.35
2017,1.1,10.3
2017,1.6,11.8
2017,0.5,5.75
2017,1.4,9.8
2017,0.85,6.3
2017,1.58,8.3
2017,0.78,7.56
2017,0.84,5.8
2017,2.25,14.3
2017,3.4,17.8
2017,0.7,6.8
2017,1.2,13.5
2017,2.02,10.3
2017,1.37,10.56
2017,1.21,8.76
2017,0.36,4.3
2017,1.4,9.8
2017,1.9,10.8
2017,0.5,6.3
2017,1.8,13.8
2017,4.33,18.3
2017,4.16,23.14
2017,2.0,11.15
2017,0.9,6.3
2017,0.9,8.75
2017,2.1,11.3
2017,1.74,10.3
2017,0.45,6.36
2017,1.9,14.12
2017,1.08,9.36
2017,0.61,5.8
2017,1.34,10.38
2017,8.09,27.8
2017,3.44,16.3
2017,11.5,46.86
2017,1.1,10.8
2017,0.6,5.3
2017,1.0,8.15
2017,1.34,7.56
2017,1.72,10.8
2017,8.92,39.56
2017,0.9,10.56
2017,3.07,17.8
2017,1.57,11.62
2017,0.02,3.3
2017,23.83,70.27
2017,1.3,7.8
2017,0.7,8.3
2017,1.9,9.8
2017,12.07,43.06
2017,0.74,8.16
2017,1.51,9.36
2017,1.55,10.56
2017,1.62,11.16
2017,7.28,24.3
2017,2.51,15.36
2017,0.85,7.56
2017,1.02,8.5
2017,0.7,7.8
2017,3.9,17.75
2017,0.8,9.8
2017,6.41,45.3
2017,0.79,6.96
2017,3.81,16.8
2017,2.03,11.8
2017,27.02,63.56
2017,2.5,14.16
2017,1.16,7.8
2017,0.92,7.88
2017,12.28,52.87
2017,2.66,13.8
2017,0.97,7.8
2017,3.0,16.55
2017,6.1,22.55
2017,0.69,7.8
2017,0.64,5.8
2017,0.95,7.3
2017,2.54,13.8
2017,18.09,96.36
2017,4.91,23.75
2017,1.42,7.3
2017,0.62,5.3
2017,2.57,13.8
2017,2.22,11.76
2017,3.17,20.16
2017,0.5,4.3
2017,2.98,15.34
2017,2.81,17.16
2017,1.36,6.8
2017,1.67,9.3
2017,1.72,12.96
2017,0.97,7.56
2017,1.2,6.3
2017,2.7,12.98
2017,1.56,9.36
2017,8.09,38.8
2017,11.4,48.06
2017,4.4,21.3
2017,0.8,6.95
2017,3.3,16.6
2017,3.2,21.6
2017,4.82,24.96
2017,2.17,10.8
2017,0.49,4.8
2017,1.98,12.36
2017,0.93,7.56
2017,0.92,6.96
2017,0.9,9.75
2017,1.5,15.95
2017,9.2,47.06
2017,1.0,7.3
2017,2.83,14.14
2017,0.55,4.3
2017,1.81,12.36
2017,0.63,5.8
2017,0.57,5.8
2017,0.92,5.8
2017,6.3,23.8
2017,5.4,24.8
2017,0.6,8.15
2017,11.9,51.06
2017,1.8,10.8
2017,5.5,21.8
2017,1.93,10.3
2017,0.82,6.36
2017,1.95,9.3
2017,5.62,24.12
2017,3.33,17.3
2017,1.03,7.3
2017,2.17,10.8
2017,2.64,12.3
2017,0.5,6.24
2017,1.49,11.76
2017,0.69,6.8
2017,0.94,6.8
2017,1.6,11.3
2017,0.7,9.3
2017,2.58,15.3
2017,0.45,5.8
2017,1.3,8.8
2017,1.4,9.35
2017,0.4,6.0
2017,11.6,40.55
2017,1.0,7.3
2017,1.4,8.8
2017,3.4,21.35
2017,1.4,11.85
2017,1.6,8.3
2017,3.7,20.15
2017,15.2,50.06
2017,3.5,19.3
2017,4.99,20.76
2017,1.73,9.8
2017,6.94,28.75
2017,4.63,23.5
2017,4.3,15.3
2017,3.7,19.2
2017,1.8,11.8
2017,1.1,8.8
2017,1.3,11.3
2017,1.1,9.35
2017,2.9,13.8
2017,2.7,17.25
2017,3.0,19.2
2017,1.7,14.75
2017,7.1,25.3
2017,1.5,9.2
2017,1.73,11.8
2017,0.49,7.25
2017,1.25,9.49
2017,2.52,16.62
2017,3.03,21.36
2017,2.51,13.3
2017,2.2,13.5
2017,1.7,9.8
2017,2.22,13.5
2017,1.89,12.96
2017,0.5,6.0
2017,1.2,6.8
2017,3.1,18.3
2017,2.6,14.8
2017,1.5,7.3
2017,2.5,14.15
2017,0.7,7.8
2017,3.5,18.35
2017,1.02,7.56
2017,1.32,7.3
2017,2.25,12.36
2017,3.54,19.75
2017,1.47,10.56
2017,1.82,13.56
2017,5.55,21.3
2017,1.1,9.96
2017,0.6,6.35
2017,2.6,15.35
2017,2.4,14.75
2017,4.45,16.8
2017,1.35,10.56
2017,1.05,9.96
2017,1.2,9.36
2017,1.87,11.76
2017,0.9,5.8
2017,0.6,5.8
2017,15.47,52.56
2017,1.9,10.55
2017,0.9,6.8
2017,7.2,26.15
2017,1.0,12.95
2017,1.3,9.95
2017,0.5,6.95
2017,1.4,11.0
2017,1.4,11.75
2017,2.7,16.55
2017,3.7,18.35
2017,1.3,7.8
2017,1.0,8.15
2017,0.8,7.3
2017,0.8,9.35
2017,1.2,8.8
2017,1.43,9.8
2017,1.65,11.3
2017,3.35,18.36
2017,2.53,16.8
2017,4.61,18.8
2017,5.49,29.16
2017,0.23,4.3
2017,3.05,18.36
2017,1.39,8.8
2017,1.14,7.3
2017,2.4,16.55
2017,1.4,10.7
2017,0.8,6.3
2017,0.4,6.95
2017,1.82,13.39
2017,0.81,8.19
2017,0.64,6.36
2017,6.02,31.56
2017,1.73,11.62
2017,4.28,23.16
2017,1.76,10.3
2017,1.5,9.3
2017,4.6,22.8
2017,0.8,8.15
2017,1.1,9.8
2017,1.2,8.15
2017,1.1,9.3
2017,3.6,21.95
2017,4.8,26.15
2017,1.43,9.96
2017,1.49,9.8
2017,0.65,6.3
2017,11.77,41.8
2017,0.96,8.8
2017,1.69,13.8
2017,1.07,8.8
2017,1.79,9.3
2017,1.01,6.3
2017,4.98,22.56
2017,1.55,12.88
2017,0.9,8.8
2017,0.5,5.8
2017,1.76,12.98
2017,0.51,5.8
2017,0.86,5.8
2017,2.25,15.3
2017,4.63,17.3
2017,10.21,35.56
2017,1.5,11.16
2017,0.9,6.8
2017,2.45,12.8
2017,0.44,4.3
2017,0.64,5.8
2017,2.18,12.8
2017,1.21,9.96
2017,2.86,12.3
2017,0.6,7.25
2017,0.88,7.25
2017,0.6,6.35
2017,0.8,9.35
2017,0.4,6.3
2017,2.4,12.8
2017,0.7,14.15
2017,1.7,13.55
2017,0.82,7.25
2017,1.18,11.76
2017,0.93,10.38
2017,0.94,9.96
2017,13.33,44.16
2017,0.5,5.3
2017,0.6,5.75
2017,1.5,10.0
2017,0.8,8.3
2017,1.2,9.8
2017,1.2,9.35
2017,1.7,11.8
2017,14.03,48.36
2017,6.9,33.66
2017,0.9,7.3
2017,4.5,18.3
2017,7.2,23.3
2017,1.4,11.15
2017,0.6,6.8
2017,1.6,8.3
2017,0.46,4.3
2017,4.13,23.76
2017,2.21,14.3
2017,1.4,8.3
2017,1.4,9.3
2017,0.5,5.3
2017,2.7,12.8
2017,1.8,10.8
2017,1.5,11.6
2017,0.7,5.8
2017,4.3,28.55
2017,1.12,7.8
2017,0.48,6.89
2017,1.1,12.3
2017,2.8,18.35
2017,1.8,12.35
2017,0.62,5.8
2017,1.62,8.8
2017,1.16,8.3
2017,1.09,8.4
2017,0.89,6.8
2017,0.75,6.1
2017,1.29,8.0
2017,13.97,63.56
2017,0.8,6.8
2017,0.3,4.3
2017,1.5,11.8
2017,0.55,6.96
2017,11.16,44.16
2017,4.7,21.15
2017,6.1,20.3
2017,2.03,11.8
2017,3.87,21.8
2017,2.0,13.8
2017,0.8,9.96
