source_year,pickup_hour,dropoff_hour,total_rides,total_revenue,avg_fare
2017,9,12,5,819.7199745178223,163.94399490356446
2017,9,13,3,469.15998935699463,156.3866631189982
2017,9,14,1,358.7200012207031,358.7200012207031
2017,9,15,2,470.90000915527344,235.45000457763672
2017,10,0,82,3006.029983520508,36.65890223805497
2017,10,7,1,61.02000045776367,61.02000045776367
2017,10,8,6,293.09999656677246,48.84999942779541
2017,10,9,173,3457.7999987602234,19.98728322982788
2017,10,10,302288,3970255.33835526,13.134015701434592
2017,10,11,102433,2500569.9141025543,24.41176099599303
2017,10,12,701,51134.34995508194,72.94486441523814
2017,10,13,17,2120.78999710083,124.75235277063706
2017,10,14,4,321.2800064086914,80.32000160217285
2017,10,15,3,652.4900054931641,217.49666849772134
2017,10,17,1,11.0,11.0
2017,11,0,60,2093.60999584198,34.89349993069967
2017,11,7,2,133.62999725341797,66.81499862670898
2017,11,9,3,78.48999881744385,26.16333293914795
2017,11,10,184,4186.1100063323975,22.75059786050216
2017,11,11,311062,4132174.818767477,13.284087476990043
2017,11,12,112462,2721792.44266659,24.201885460569706
2017,11,13,613,41671.169917821884,67.97907001276
2017,11,14,19,2078.9100160598755,109.4163166347303
2017,11,15,4,533.6599884033203,133.41499710083008
2017,11,16,2,298.8000030517578,149.4000015258789
2017,11,17,1,52.79999923706055,52.79999923706055
2017,11,23,1,398.5299987792969,398.5299987792969
2017,12,0,84,3071.200006008148,36.56190483343033
2017,12,10,6,263.2699966430664,43.8783327738444
2017,12,11,152,3327.6399993896484,21.89236841703716
2017,12,12,331783,4473813.909037901,13.484156539177418
2017,12,13,112871,2782674.2925661206,24.65358057043989
2017,12,14,555,38040.85990405083,68.5420899172087
2017,12,15,20,2713.279956817627,135.66399784088134
2017,12,16,4,328.61000061035156,82.15250015258789
2017,12,17,1,128.39999389648438,128.39999389648438
2017,12,19,1,391.0400085449219,391.0400085449219
2017,12,21,1,391.0400085449219,391.0400085449219
2017,13,0,85,2817.4399831295013,33.14635274270002
2017,13,10,2,36.09999942779541,18.049999713897705
2017,13,11,8,220.12999725341797,27.516249656677246
2017,13,12,140,3101.7599878311157,22.15542848450797
2017,13,13,332772,4476379.949567683,13.451792667555212
2017,13,14,118956,3107094.0312512815,26.119691577148537
2017,13,15,1138,79666.4198153019,70.00564131397354
2017,13,16,17,1889.9100151062012,111.1711773591883
2017,13,17,9,830.6100025177002,92.29000027974446
2017,14,0,112,4529.750020027161,40.444196607385365
2017,14,11,2,33.42000102996826,16.71000051498413
2017,14,12,14,581.629997253418,41.54499980381557
2017,14,13,187,4498.429992675781,24.055775361902572
2017,14,14,347122,4639739.540616307,13.366307928095331
2017,14,15,130591,3542323.0398797393,27.125322877378526
2017,14,16,2871,196629.9199731946,68.48830371758781
2017,14,17,23,1789.3700037002563,77.79869581305462
2017,14,18,3,117.43000274896622,39.1433342496554
2017,14,19,2,423.59999084472656,211.79999542236328
2017,15,0,88,3479.569986343384,39.54056802662936
2017,15,10,1,58.560001373291016,58.560001373291016
2017,15,13,7,269.5700001716614,38.51000002452305
2017,15,14,214,5179.550003528595,24.20350468938596
2017,15,15,345229,4527836.590085357,13.115458406116975
2017,15,16,125705,3474047.199547112,27.63650769298844
2017,15,17,3000,210146.21952104568,70.04873984034856
2017,15,18,42,4324.480007171631,102.96380969456264
2017,15,19,2,338.36000061035156,169.18000030517578
2017,15,20,1,0.0,0.0
2017,15,21,1,224.8000030517578,224.8000030517578
2017,15,22,1,273.79998779296875,273.79998779296875
2017,16,0,89,3344.2100038528442,37.57539330171735
2017,16,12,1,14.300000190734863,14.300000190734863
2017,16,14,10,355.22000217437744,35.52200021743774
2017,16,15,242,5606.059996128082,23.165537174082985
2017,16,16,315804,4347394.0372352,13.766114543309142
2017,16,17,117141,3426695.400911689,29.252741575636957
2017,16,18,3184,234440.07039946318,73.63067537671583
2017,16,19,64,6175.419997990131,96.4909374685958
2017,16,20,4,495.2000045776367,123.80000114440918
2017,16,22,1,63.060001373291016,63.060001373291016
2017,17,0,109,3542.679971218109,32.501651112092745
2017,17,9,1,356.6000061035156,356.6000061035156
2017,17,13,1,45.79999923706055,45.79999923706055
2017,17,14,4,41.72000026702881,10.430000066757202
2017,17,15,13,440.95000648498535,33.9192312680758
2017,17,16,255,5343.549990653992,20.95509800256467
2017,17,17,352420,4746110.237016052,13.467198901923988
2017,17,18,141442,3873060.428345442,27.382675784741746
2017,17,19,2498,181733.75030308962,72.75170148242178
2017,17,20,25,2340.1500129699707,93.60600051879882
2017,17,21,2,181.80000019073486,90.90000009536743
2017,18,0,63,2029.6700048446655,32.21698420388358
2017,18,1,1,16.799999237060547,16.799999237060547
2017,18,8,2,16057.5,8028.75
2017,18,9,1,469.79998779296875,469.79998779296875
2017,18,14,1,33.06999969482422,33.06999969482422
2017,18,15,3,153.2699966430664,51.08999888102213
2017,18,16,8,275.0699939727783,34.38374924659729
2017,18,17,224,4839.639998912811,21.605535709432193
2017,18,18,412749,5586786.347716868,13.535553926761464
2017,18,19,140620,3537151.188344687,25.15396948047708
2017,18,20,738,52843.949882507324,71.60426813347875
2017,18,21,7,827.4000205993652,118.20000294276646
2017,18,22,2,95.91000366210938,47.95500183105469
2017,18,23,1,161.8000030517578,161.8000030517578
2017,19,0,60,1676.3099842071533,27.93849973678589
2017,19,16,4,185.580002784729,46.39500069618225
2017,19,17,5,259.4200038909912,51.88400077819824
2017,19,18,211,4445.759981632233,21.069952519584042
2017,19,19,432192,5890051.56829235,13.628321598484815
2017,19,20,130624,3190357.928529799,24.42397973213038
2017,19,21,516,37197.03995773196,72.08728673979063
2017,19,22,8,622.0799942016602,77.75999927520752
2017,19,23,1,30.5,30.5
2017,20,0,83,2592.0200023651123,31.229156655001354
2017,20,9,1,2434.5,2434.5
2017,20,16,1,70.2699966430664,70.2699966430664
2017,20,18,7,271.7800006866455,38.8257143838065
