trip_distance,total_amount
22.94,149.45
1.03,10.1
3.03,18.2
2.36,18.2
1.5,13.3
1.3,15.95
17.73,80.94
2.71,18.2
12.0,66.45
10.4,68.87
3.4,23.1
1.63,13.3
0.61,12.6
0.43,11.76
1.65,18.48
1.4,15.12
0.9,9.8
1.24,16.1
5.43,40.95
8.79,55.37
1.31,16.63
2.66,24.36
0.52,9.8
24.32,147.0
1.78,16.8
1.3,14.25
0.5,9.1
16.4,88.8
2.3,23.52
9.0,37.75
1.95,21.0
2.45,18.9
1.04,12.79
16.7,80.75
19.13,75.75
1.11,18.2
0.8,13.45
2.1,20.15
0.5,11.8
3.3,23.0
2.72,23.52
0.84,12.6
0.75,16.38
0.88,16.8
1.47,16.8
2.17,14.7
3.51,24.5
2.67,21.84
2.05,24.5
10.01,136.5
1.93,16.9
16.41,85.94
4.18,30.62
26.15,117.19
17.94,101.17
1.27,14.6
1.57,17.64
1.54,14.7
10.75,68.96
12.01,77.33
1.06,13.44
3.03,23.1
18.49,106.97
3.53,30.24
1.65,15.3
0.84,12.6
5.23,35.28
1.51,17.64
1.79,16.8
16.56,82.69
3.51,26.04
1.8,20.15
1.0,11.9
1.0,13.4
4.5,31.08
1.37,12.6
1.25,12.6
3.81,27.72
1.73,18.48
0.88,13.44
17.15,80.94
3.28,32.11
2.33,21.84
5.46,35.0
0.89,13.44
1.65,21.6
3.07,23.52
1.57,16.1
1.3,17.3
1.15,15.96
5.3,30.3
1.1,15.7
1.7,16.6
2.5,21.2
1.03,13.44
0.62,11.76
0.59,13.65
0.5,11.9
2.1,20.95
19.51,95.09
1.4,13.3
1.7,18.45
1.2,15.7
6.46,38.64
2.56,18.9
1.5,16.8
0.9,12.6
2.8,23.5
12.6,65.52
6.66,34.3
1.12,12.6
9.31,49.7
2.2,18.2
1.0,15.1
0.44,10.92
2.13,17.64
1.38,16.8
0.66,12.6
5.79,32.9
1.52,12.6
4.39,24.5
2.52,18.5
1.4,15.12
0.6,10.5
2.3,16.8
3.31,25.2
8.38,48.98
3.26,31.92
18.19,97.13
1.59,17.64
6.73,42.0
5.58,36.96
0.86,13.4
1.96,18.48
8.96,69.0
17.34,98.88
2.44,23.62
0.72,10.01
1.07,14.4
0.71,9.8
0.97,11.2
1.84,15.4
21.4,126.15
10.45,47.3
2.7,19.9
8.22,43.8
16.28,95.55
18.9,89.0
11.78,56.2
0.76,11.3
1.19,12.6
1.98,23.66
3.89,24.5
0.69,12.6
2.89,26.88
17.86,98.88
1.2,11.9
1.43,15.0
0.52,12.25
0.54,11.76
3.1,31.08
2.72,19.32
2.72,21.0
1.34,15.12
7.21,56.0
2.71,23.52
2.13,20.16
1.85,15.4
2.16,15.4
1.36,15.75
6.39,31.5
0.45,10.08
3.42,26.6
5.07,35.8
2.4,22.3
1.7,18.45
7.97,45.36
1.7,18.45
0.9,11.2
2.5,19.6
8.13,37.8
1.93,15.0
8.4,60.09
1.56,14.0
3.58,25.1
4.95,30.1
0.98,14.28
1.09,14.0
3.0,25.2
13.17,62.95
16.56,77.69
11.57,57.55
4.34,32.47
10.19,69.84
1.29,15.4
0.73,10.5
1.06,11.9
1.59,20.58
3.27,25.38
1.06,13.86
1.05,15.75
5.43,37.84
1.38,16.8
0.2,10.5
16.4,97.13
2.17,20.9
17.5,82.69
1.16,15.12
2.32,20.16
0.47,9.1
2.13,15.4
7.19,34.3
2.02,21.0
15.73,97.13
0.99,10.19
0.44,13.88
1.21,15.12
1.28,19.6
0.98,13.44
2.02,18.48
14.59,106.26
1.67,16.8
4.93,33.6
0.95,13.44
6.05,35.6
8.76,56.71
1.34,15.4
6.3,37.8
2.69,22.68
19.13,98.88
1.71,18.25
7.34,38.6
10.67,66.24
1.0,15.45
2.0,22.7
2.55,21.84
7.64,47.54
18.46,123.65
19.22,83.69
2.86,23.2
0.66,11.76
1.49,15.12
2.3,18.48
0.81,13.2
2.7,21.85
1.45,15.0
0.78,13.44
11.28,74.88
1.24,14.28
0.68,11.76
8.1,42.05
20.48,98.88
1.23,15.12
2.5,26.88
1.65,18.48
0.8,12.6
18.91,90.55
2.64,19.2
3.49,23.52
3.47,31.92
2.16,20.93
1.36,17.29
2.3,18.9
8.88,58.81
18.5,80.94
7.14,42.37
2.44,21.84
3.7,29.4
0.95,14.28
2.24,18.48
0.97,11.9
3.75,30.0
10.44,69.84
9.37,63.05
6.49,38.64
1.01,13.44
1.56,17.64
8.43,44.1
8.65,63.59
8.19,70.44
1.2,16.7
10.95,60.48
0.8,13.8
2.2,22.25
1.34,15.12
1.31,19.32
0.98,14.28
6.71,39.3
0.81,9.8
7.23,43.34
17.2,84.0
2.23,16.1
1.02,16.9
6.28,40.32
14.31,60.95
14.76,75.29
1.79,17.64
0.7,11.9
0.71,11.76
0.64,11.38
4.2,26.3
1.9,16.0
1.14,14.28
10.54,80.94
1.13,15.96
0.85,12.6
2.08,16.8
1.71,16.8
10.59,63.57
9.9,63.04
1.23,11.8
1.57,18.1
11.4,76.28
0.75,10.5
18.03,130.74
6.66,41.16
1.81,15.4
0.69,11.76
2.71,18.2
0.69,10.5
3.07,24.36
1.21,12.6
16.6,74.0
3.5,32.4
0.57,8.4
8.97,59.83
1.7,14.0
2.89,23.0
17.15,82.69
2.04,14.7
3.5,24.73
0.7,11.75
1.1,14.88
1.28,15.12
1.97,17.64
1.16,13.12
17.91,97.13
17.75,98.88
1.7,18.3
1.0,14.87
5.82,36.2
1.59,16.8
2.63,25.2
17.68,87.69
13.38,75.53
2.24,18.9
17.55,96.2
1.31,16.63
2.48,24.36
2.9,17.5
3.47,26.1
0.9,10.5
18.2,80.0
4.91,28.0
3.17,23.8
10.01,59.19
1.12,15.96
3.49,17.8
2.73,17.5
2.18,21.0
4.26,30.24
1.95,18.48
0.5,10.9
1.83,17.64
2.12,22.54
0.69,11.76
2.38,21.0
0.6,10.92
1.52,16.8
5.59,71.5
7.2,43.65
3.2,23.8
1.49,16.1
1.2,15.12
0.67,11.1
1.45,16.8
2.6,21.85
0.9,14.0
1.3,17.6
0.79,13.44
0.8,12.6
0.9,11.2
1.8,19.25
4.7,31.1
10.03,68.09
3.2,26.95
10.6,56.69
9.51,69.35
1.49,16.8
10.49,80.8
0.42,11.83
0.76,14.56
7.28,36.4
3.03,22.6
9.1,65.14
12.8,59.94
1.37,16.1
1.85,17.5
18.36,98.88
1.62,14.7
1.26,13.44
2.54,24.36
7.89,44.5
1.05,12.6
1.2,15.96
3.84,28.56
1.29,15.96
21.84,87.69
0.12,9.63
23.13,98.88
9.7,59.75
9.57,66.99
18.81,88.8
1.96,20.16
1.61,16.0
7.85,42.7
0.84,11.76
1.02,14.28
4.28,27.3
1.42,15.96
17.5,99.23
2.4,21.8
1.0,13.4
11.38,73.97
11.16,56.71
13.89,104.58
16.95,92.22
2.61,25.2
3.44,26.56
4.3,26.68
4.1,25.9
1.3,13.8
0.42,15.15
8.39,54.11
4.42,34.15
19.61,108.15
1.37,16.0
8.56,43.2
3.95,25.2
1.4,15.96
18.9,97.14
0.63,11.76
1.82,18.37
1.43,15.12
1.71,17.64
5.1,31.5
19.14,92.34
1.51,14.8
2.6,26.63
1.65,19.68
8.5,41.94
1.76,15.4
4.14,33.6
3.59,28.56
0.9,11.75
1.5,13.3
11.9,80.76
1.33,15.12
0.93,12.6
1.14,16.62
10.3,43.0
1.68,15.96
1.44,14.7
17.71,99.23
0.6,11.8
7.9,54.04
20.22,80.75
0.69,11.2
4.01,30.1
3.23,26.88
3.51,26.88
11.99,62.71
18.94,80.94
1.84,20.16
1.29,13.3
1.66,16.9
18.1,80.94
19.03,98.88
3.4,28.95
1.99,21.84
10.35,51.8
0.45,10.92
6.72,43.68
9.75,57.31
3.9,27.0
11.6,55.4
5.0,39.3
5.7,40.32
2.65,21.84
1.08,15.4
4.21,27.72
9.07,65.64
16.6,99.23
4.9,29.4
1.58,15.4
2.97,26.04
18.22,87.75
17.1,74.0
2.3,21.8
11.29,59.54
1.2,12.6
0.85,13.44
2.6,20.3
6.68,41.16
0.9,13.44
1.72,15.4
12.2,64.27
10.41,63.84
5.16,28.0
11.3,78.34
12.32,78.17
18.4,82.01
11.5,79.08
1.72,15.0
1.35,15.96
17.1,83.19
2.54,24.0
14.61,74.47
1.51,16.4
1.74,17.64
8.81,57.89
0.74,10.5
1.7,16.8
4.8,26.6
5.1,30.4
0.8,14.28
1.76,16.94
3.04,21.0
30.06,80.94
13.9,97.5
17.63,104.05
2.6,25.2
1.01,16.62
17.01,97.13
7.09,38.5
3.3,28.2
2.2,19.3
6.23,32.2
15.6,77.7
0.36,8.4
1.7,17.64
1.75,14.0
3.15,26.04
1.6,19.11
1.81,19.32
1.01,14.9
1.2,11.9
1.8,17.5
4.15,26.88
2.82,21.84
1.2,17.6
0.7,11.8
0.4,10.9
4.82,33.6
0.58,6.6
2.39,22.68
0.8,12.6
2.3,16.1
0.81,14.28
2.94,21.0
9.57,72.71
16.94,98.88
2.12,21.84
2.01,16.8
1.97,19.32
6.05,38.64
2.04,18.2
9.3,50.85
1.0,11.2
0.85,11.9
0.65,10.5
10.51,75.74
7.63,59.55
1.86,13.6
1.1,10.44
1.78,19.32
0.91,15.96
15.67,119.33
10.27,43.35
4.98,31.08
6.2,36.12
1.5,16.65
4.98,39.58
7.78,55.09
0.62,11.1
1.67,16.8
0.05,74.0
19.44,128.94
2.8,26.88
5.54,25.15
0.27,107.4
1.9,16.1
1.7,18.45
7.2,36.4
1.57,19.32
1.12,13.2
9.79,62.19
1.46,14.7
11.7,41.0
1.7,14.7
2.6,23.65
0.8,13.45
2.85,106.25
1.85,20.0
20.9,142.02
11.17,74.81
8.85,64.31
3.93,33.73
10.85,44.05
3.6,22.0
2.7,21.0
1.9,16.8
5.1,25.2
18.62,90.69
11.7,68.55
0.82,12.6
1.6,18.48
11.6,63.06
20.97,97.13
7.18,44.23
3.6,24.5
5.23,32.6
1.39,15.4
9.91,70.19
20.45,87.0
16.42,90.55
12.41,70.26
3.75,24.5
1.63,18.48
1.47,16.1
1.25,12.6
2.78,22.68
2.82,20.3
2.2,20.15
1.3,12.6
1.76,18.48
1.3,18.37
2.33,17.5
4.29,32.76
1.29,13.3
1.1,12.2
0.68,9.8
2.18,20.16
5.11,30.1
0.07,95.88
11.93,48.25
2.28,18.9
10.62,64.03
2.18,34.85
17.63,83.44
1.7,16.8
1.45,31.9
10.57,59.54
16.8,99.24
7.4,37.1
14.3,70.64
17.86,99.23
1.64,14.7
10.87,64.8
20.17,115.25
1.67,17.64
21.08,98.88
10.03,73.11
1.13,15.12
3.2,26.1
0.98,11.2
6.1,30.75
2.28,19.32
10.17,41.95
18.03,80.94
10.08,64.87
12.07,55.75
0.66,13.12
0.44,9.1
2.98,23.52
8.97,63.47
0.82,13.44
1.23,15.12
8.63,45.79
6.22,28.65
11.04,61.03
1.18,14.28
0.01,105.6
3.28,23.1
4.24,26.6
2.93,22.68
2.07,23.62
1.66,19.32
15.4,71.55
5.01,33.7
1.21,15.12
1.67,19.32
1.17,16.8
7.43,42.85
1.7,16.63
1.77,15.4
17.14,90.69
0.94,13.2
18.15,118.25
18.18,98.88
1.27,15.96
2.58,24.36
8.04,60.6
4.17,31.92
19.11,83.94
8.4,56.4
0.36,10.08
17.66,99.23
3.63,25.9
8.21,34.95
3.9,29.4
0.7,12.6
0.93,11.5
1.99,16.8
9.74,58.73
2.26,15.4
2.05,16.1
0.6,10.92
1.6,17.64
2.1,17.5
1.8,17.5
7.15,40.65
18.02,87.69
9.8,58.85
16.61,98.88
3.34,85.94
1.2,13.3
7.07,42.0
0.93,14.0
10.64,76.17
0.8,10.5
0.88,12.95
11.1,74.69
26.66,120.55
0.83,10.5
4.73,26.55
3.3,22.4
18.17,87.69
2.4,17.5
1.41,16.8
0.96,13.9
3.26,26.88
1.11,14.28
3.8,30.24
11.37,75.3
0.98,10.44
0.72,11.8
0.65,13.44
1.07,19.25
2.3,13.6
1.4,12.6
0.9,11.2
3.1,25.2
20.59,92.69
2.47,23.62
10.43,78.24
0.93,14.28
0.86,15.3
0.9,11.2
1.84,18.37
2.17,21.84
0.55,10.92
1.42,12.6
1.25,12.6
3.9,30.24
1.8,18.2
13.62,63.4
2.52,14.65
1.22,14.0
10.3,60.94
3.6,25.2
2.2,18.2
2.6,23.65
17.25,98.88
8.6,54.6
1.8,21.8
16.89,74.0
9.94,76.56
2.97,15.7
2.39,21.0
0.76,11.2
5.11,38.5
12.01,69.85
18.19,162.9
1.48,14.0
2.06,17.5
0.87,14.0
0.6,10.92
17.71,82.69
1.3,16.8
1.77,12.2
4.13,25.2
6.59,32.2
1.34,15.96
3.54,28.98
9.28,56.39
1.0,13.3
12.25,79.73
1.9,16.7
1.0,14.6
3.4,25.2
3.68,23.8
3.77,28.9
1.15,12.6
8.29,58.44
0.4,9.1
1.9,18.2
1.2,14.0
1.0,19.0
0.8,14.0
0.7,12.6
4.4,26.6
0.5,10.5
3.3,28.9
1.1,11.9
1.1,16.8
4.69,32.3
17.37,85.64
6.6,32.0
11.15,73.13
1.87,16.1
0.42,8.4
1.03,13.3
2.44,21.88
23.54,99.67
17.32,97.13
5.38,39.3
2.7,24.36
4.3,31.85
6.3,43.65
6.18,30.45
0.97,15.96
1.36,15.0
9.4,57.79
1.23,15.96
18.25,95.88
6.8,35.0
1.57,13.8
5.8,31.5
2.0,16.8
1.11,12.6
7.96,34.95
18.25,98.88
17.91,95.92
3.6,28.56
2.28,20.16
1.64,14.7
1.62,14.7
0.83,8.7
10.1,55.3
1.38,14.7
9.1,62.99
1.7,17.5
10.5,73.99
1.22,15.0
0.94,13.5
1.1,13.3
2.6,24.35
2.7,17.5
0.8,9.8
0.9,13.15
0.6,12.6
1.8,17.4
1.7,20.1
0.4,9.24
2.0,18.5
10.0,41.95
10.5,70.99
21.4,104.15
2.6,21.8
3.03,28.0
3.35,26.88
1.3,14.25
2.7,24.55
2.0,19.1
1.16,13.44
1.7,14.7
2.09,19.32
3.76,31.5
0.9,13.4
1.3,16.52
2.2,16.8
2.0,20.15
1.2,15.12
1.92,21.56
1.7,18.45
2.6,21.9
2.2,15.4
2.8,20.3
1.1,14.25
2.0,18.45
3.37,23.1
6.2,42.0
1.4,17.65
1.74,15.4
0.65,13.6
1.02,13.86
1.4,16.8
0.56,11.83
1.75,18.48
1.47,14.0
2.82,23.0
1.97,17.8
1.85,16.8
2.68,21.0
3.39,21.7
0.9,11.9
0.7,14.49
1.62,16.9
11.46,75.24
9.6,80.75
2.64,19.6
1.04,12.4
1.3,11.9
0.43,10.5
0.74,14.28
0.74,11.9
10.78,58.51
1.01,15.12
1.2,17.25
0.8,14.25
1.49,19.32
0.85,11.5
3.87,27.8
1.9,18.4
1.3,15.12
0.7,10.5
1.6,18.5
7.9,59.24
1.6,16.7
2.3,20.15
1.0,14.28
1.3,15.95
1.1,14.25
2.4,22.75
1.1,13.4
1.0,12.5
1.7,19.25
3.3,26.0
1.11,12.6
2.04,15.4
3.85,26.88
0.96,12.6
1.32,17.64
1.66,19.5
0.75,17.64
3.41,27.3
0.5,13.8
1.8,16.7
1.0,13.45
2.5,19.0
1.27,11.2
1.15,16.8
8.11,48.94
1.2,15.95
13.83,66.76
1.36,16.8
1.13,14.3
10.07,62.34
0.93,15.5
2.92,24.36
1.21,14.28
4.82,28.7
18.16,103.25
17.93,82.69
1.8,16.1
0.7,10.8
1.46,16.8
2.38,21.84
2.01,16.1
0.67,11.76
1.47,14.0
0.58,12.74
8.66,59.52
0.5,11.56
1.7,18.8
2.6,23.3
1.9,18.2
1.96,17.5
1.36,12.6
5.06,37.8
1.34,14.0
1.25,18.9
2.3,18.2
1.78,17.64
1.45,17.64
2.19,20.13
11.29,60.2
0.72,10.78
2.05,18.8
4.4,25.2
3.75,27.37
0.57,10.46
0.61,10.92
3.46,28.56
10.4,65.11
17.11,97.13
1.41,13.9
1.59,14.3
1.31,15.96
1.5,17.1
1.5,16.7
1.0,15.95
2.3,14.7
1.9,21.0
16.63,131.69
1.8,16.8
3.0,26.85
3.1,26.0
27.73,150.59
2.4,22.54
5.4,32.9
1.03,13.6
3.37,30.94
2.63,28.56
0.67,11.9
2.77,21.0
5.29,30.8
2.1,13.25
1.63,14.7
4.1,29.4
1.1,13.3
0.5,10.9
4.1,30.6
0.8,11.75
3.77,27.4
1.34,16.1
6.73,41.16
0.7,14.0
1.5,16.1
2.1,16.1
0.8,10.5
2.4,21.0
1.51,14.0
1.66,18.48
2.65,22.68
1.1,14.2
1.8,16.7
3.3,29.45
0.94,11.9
1.5,17.64
1.34,11.9
29.5,90.94
0.85,10.5
1.67,19.32
1.35,15.96
9.6,66.79
8.4,58.49
2.4,20.0
0.8,12.6
0.6,12.6
0.5,12.1
0.38,10.1
1.88,18.48
2.18,21.5
1.23,14.49
2.05,25.38
1.37,14.7
2.09,20.02
1.9,14.7
0.6,12.5
1.59,15.75
0.54,9.1
3.08,24.36
2.94,21.4
1.27,11.9
0.9,14.0
4.1,23.8
0.3,11.4
0.58,10.5
2.26,23.52
1.22,16.62
3.62,27.72
5.5,35.8
0.6,12.6
2.5,21.8
2.5,18.9
17.6,92.69
18.73,96.23
4.69,28.6
1.17,11.2
0.74,11.2
0.4,10.05
2.9,24.5
2.3,18.9
13.28,73.02
3.3,22.68
5.1,30.0
0.81,13.65
1.25,15.12
2.77,21.0
2.19,18.48
1.37,14.6
1.27,12.6
0.7,11.2
0.4,13.1
7.2,39.5
3.07,25.2
1.18,14.28
0.53,9.8
1.18,11.9
1.99,16.8
1.6,16.8
2.4,24.35
9.79,72.24
15.3,92.75
4.14,32.76
2.0,17.64
1.08,17.64
1.32,14.0
1.41,18.48
1.79,12.9
0.85,11.9
1.17,13.3
3.94,30.62
2.49,17.5
2.59,21.88
2.17,21.84
2.62,22.8
3.6,27.7
3.75,28.2
1.25,17.64
1.27,13.3
2.69,18.2
2.18,20.16
0.89,15.47
8.3,60.09
3.1,24.35
1.31,14.0
1.17,13.44
3.47,25.8
4.51,33.6
1.89,16.1
2.26,16.8
1.23,15.12
3.22,22.4
1.98,18.8
2.2,19.5
1.1,13.9
1.0,12.0
1.29,13.3
0.5,10.08
0.93,13.44
1.24,15.96
0.4,11.4
3.5,25.2
1.1,17.65
1.86,15.4
2.69,18.9
2.55,18.2
1.15,15.96
0.92,13.22
0.39,9.9
0.89,10.8
1.52,17.4
0.88,11.55
10.83,73.7
1.0,15.45
1.5,16.17
0.45,14.1
6.64,51.23
2.51,22.68
1.48,16.8
2.0,17.5
0.77,10.92
2.79,20.16
1.1,12.6
5.4,40.9
2.18,23.66
1.11,11.9
2.65,25.2
1.84,20.16
1.82,16.1
0.87,14.2
0.38,10.0
1.7,16.1
2.2,16.94
18.02,80.94
5.71,42.87
5.85,25.5
2.33,18.52
0.38,10.5
1.02,11.9
1.28,9.4
1.8,18.48
0.5,11.8
14.5,90.94
1.77,22.75
0.97,12.6
3.54,28.88
2.59,25.2
1.16,19.11
19.2,95.94
1.8,14.0
1.5,15.1
1.7,16.8
16.8,90.96
0.8,11.5
3.4,21.0
6.2,32.2
1.74,19.32
2.48,21.84
2.27,19.32
7.27,38.5
2.22,20.16
1.91,17.64
1.28,11.9
1.65,17.64
1.7,16.1
1.8,21.0
1.91,18.48
2.56,21.84
1.1,13.2
2.7,23.6
2.9,24.35
1.7,21.0
16.34,80.94
2.13,18.85
1.1,14.3
2.1,18.5
1.1,16.9
2.8,21.8
0.75,11.2
1.65,17.64
0.35,9.24
0.88,15.12
3.6,27.72
1.79,21.0
1.0,13.3
0.8,11.2
4.0,25.9
1.33,15.96
1.46,17.64
1.1,11.2
1.26,15.4
1.71,18.48
1.01,15.96
1.03,14.28
1.27,17.29
0.49,9.1
2.6,21.0
5.41,36.12
13.0,69.54
0.57,10.92
1.31,13.44
1.7,20.15
1.3,15.45
2.8,21.0
1.0,12.6
1.16,15.96
1.6,16.9
1.11,11.9
0.71,10.5
0.85,12.6
4.0,29.4
1.83,19.32
7.71,37.1
1.46,16.62
4.82,32.38
5.2,25.9
2.08,17.5
1.29,16.8
1.48,13.3
2.39,22.68
5.58,40.32
1.7,16.1
13.16,80.39
0.8,15.1
0.75,11.2
3.47,22.4
2.5,19.6
7.9,45.0
10.21,52.95
1.0,8.0
2.0,15.48
0.9,8.0
0.64,12.74
5.04,30.1
3.15,21.0
0.28,8.4
1.46,17.5
2.81,22.68
0.48,9.1
1.08,13.44
2.31,17.5
11.07,59.35
1.45,15.12
2.08,16.8
4.56,34.44
10.8,73.79
1.5,19.32
2.1,16.1
1.32,15.96
8.57,58.85
18.3,99.19
1.9,16.1
0.94,13.44
1.75,18.37
0.63,10.92
3.55,25.2
0.89,11.76
0.8,11.5
3.2,24.35
1.8,15.95
0.77,10.5
0.93,11.2
4.35,25.9
1.6,17.6
0.7,9.8
0.8,14.0
1.1,11.2
0.48,11.38
3.13,25.2
2.25,19.32
0.79,11.56
0.6,9.1
1.35,15.96
0.66,13.44
1.89,21.0
2.07,15.4
0.42,10.5
2.44,23.62
1.05,15.75
1.16,13.3
2.05,17.5
0.8,13.44
5.03,31.5
1.49,14.7
10.17,57.44
1.23,21.0
1.1,15.1
0.7,11.2
0.73,11.5
2.73,25.48
0.45,10.92
2.77,28.9
8.57,56.64
1.13,14.88
1.4,14.0
4.36,29.74
8.75,60.19
0.74,12.6
2.27,20.93
0.81,13.44
1.08,16.0
1.18,14.28
2.06,16.1
0.83,14.0
0.69,11.76
2.0,17.85
1.5,15.95
0.93,9.8
6.73,44.52
1.2,11.2
1.39,16.8
4.8,28.9
2.16,21.84
3.29,25.1
8.45,64.8
1.25,12.2
1.81,19.32
3.06,28.56
2.16,24.36
5.58,26.6
3.41,26.04
1.9,18.4
6.6,32.2
5.7,30.8
3.6,23.4
0.6,10.5
17.1,92.69
1.0,14.25
1.92,18.48
1.7,18.48
0.75,11.76
1.28,15.12
2.9,21.0
1.38,13.3
9.17,48.72
17.34,67.85
1.89,18.8
1.63,17.64
2.08,17.5
0.86,11.2
1.05,14.0
2.29,21.88
1.5,15.3
2.62,21.0
1.21,14.88
2.86,23.52
3.5,27.1
1.9,14.7
0.78,11.76
1.48,14.95
2.02,18.8
1.39,15.96
0.94,13.44
1.75,19.6
18.46,74.0
5.85,37.86
1.1,13.6
0.9,13.15
1.4,15.4
3.37,21.56
0.7,10.5
0.6,16.1
10.37,70.68
0.9,12.6
1.21,12.6
0.7,14.49
2.89,20.3
2.59,22.68
1.98,21.0
1.34,15.75
0.89,14.88
1.25,15.75
0.8,13.45
4.0,26.1
2.8,21.8
17.3,80.94
0.84,13.44
1.68,14.7
1.78,16.94
1.5,15.1
2.8,24.35
17.15,90.69
17.19,98.88
1.5,14.85
10.0,58.4
0.65,9.1
1.91,22.75
1.57,16.8
10.53,58.84
9.4,66.39
12.56,68.47
11.99,76.91
1.51,15.96
18.62,99.23
2.17,22.54
4.0,32.85
3.35,30.21
1.83,15.4
1.79,16.8
0.9,17.8
5.5,34.7
1.99,17.4
2.68,21.05
2.5,18.2
0.9,14.0
2.2,18.2
1.08,12.6
4.72,30.24
2.43,23.52
1.19,13.44
1.87,16.9
0.89,11.2
2.21,20.16
1.08,12.9
1.1,13.4
1.0,14.25
1.7,18.2
1.4,14.25
0.7,9.8
0.5,11.75
1.1,11.0
1.0,14.25
1.8,21.0
1.0,14.25
6.8,36.4
2.61,23.28
1.25,13.6
1.7,15.4
5.75,36.12
3.8,26.04
1.06,14.5
0.5,8.4
19.0,97.14
0.8,11.8
4.9,29.4
6.19,38.64
2.41,19.5
0.37,11.83
0.86,17.64
7.76,52.49
0.52,10.92
18.15,80.94
3.2,26.43
0.6,11.75
2.64,21.84
1.97,18.48
0.81,15.47
1.86,15.4
0.6,12.6
0.86,12.6
2.0,16.8
2.6,21.0
3.6,26.05
11.3,105.6
21.69,98.88
0.99,15.12
4.75,31.92
9.99,56.39
2.92,27.72
1.47,14.6
1.71,17.64
1.4,14.49
1.5,14.0
1.2,15.95
4.3,30.2
0.91,9.8
3.36,21.0
0.97,13.3
11.2,60.24
0.87,13.2
1.55,15.96
2.2,16.8
17.6,80.94
10.01,65.16
18.68,113.45
4.69,33.6
16.6,82.69
0.55,11.76
2.46,21.0
1.04,15.96
0.62,11.38
0.95,12.5
1.88,17.71
1.62,16.8
0.8,10.8
1.7,19.3
4.1,24.5
0.8,10.5
1.9,18.48
3.65,26.88
1.39,11.9
4.67,32.76
3.69,26.88
2.12,21.84
0.67,9.8
1.17,12.6
17.16,90.9
7.02,45.07
0.5,6.6
6.86,53.4
5.61,33.6
0.81,12.6
0.82,11.3
1.13,15.12
1.32,12.6
4.29,36.12
2.36,18.9
2.24,21.0
0.5,11.1
1.1,14.3
2.8,21.7
2.34,19.6
3.61,26.04
0.86,10.5
0.95,10.5
3.66,24.4
2.87,21.4
5.85,39.48
0.82,14.28
0.56,10.92
4.2,27.72
1.89,18.48
1.13,16.63
4.3,28.56
2.9,25.2
0.7,11.5
0.9,12.6
0.9,15.95
7.86,49.2
16.18,101.17
5.0,27.9
3.04,22.68
1.47,15.75
2.17,17.64
3.32,24.5
8.66,62.55
0.82,13.44
16.9,90.94
9.24,48.95
5.93,27.95
0.83,14.28
0.98,9.8
2.82,24.36
2.25,19.25
0.99,13.9
1.22,15.4
1.97,19.32
1.55,15.3
7.11,41.3
8.1,52.85
1.85,16.8
0.39,11.83
1.92,17.7
5.68,29.4
0.95,14.88
17.66,95.94
0.76,12.6
3.79,25.4
11.9,71.8
1.2,14.28
16.2,85.94
0.8,12.6
0.5,9.4
1.8,16.1
3.92,28.56
0.81,11.5
0.89,13.3
0.71,14.28
3.0,21.8
3.3,25.7
0.9,11.9
2.5,24.36
1.7,16.8
3.43,21.7
0.9,13.44
4.5,28.55
16.3,119.55
1.8,20.15
11.7,78.79
7.65,39.15
0.68,10.92
1.51,16.0
1.0,15.1
2.1,19.3
2.0,16.4
8.69,61.8
0.4,10.9
0.68,11.76
1.56,31.08
2.37,23.62
12.61,63.0
1.19,14.6
4.54,32.76
1.45,14.0
7.33,43.47
3.7,24.35
1.9,21.0
1.9,17.8
1.6,16.1
3.1,23.5
1.58,16.8
1.24,13.44
1.2,12.6
2.1,19.3
1.5,13.3
2.8,25.2
0.7,16.65
12.5,71.1
2.68,31.0
2.38,18.9
1.3,16.6
1.6,16.8
24.38,179.3
11.85,58.55
25.5,76.94
2.13,19.32
2.25,18.2
5.74,32.2
17.87,101.16
0.35,8.4
1.52,15.12
1.21,14.28
1.19,14.0
3.16,21.0
2.68,23.1
0.8,13.2
2.1,21.85
0.6,10.3
0.95,11.5
4.35,27.3
2.27,20.12
1.25,15.96
0.83,12.6
10.83,68.93
17.28,97.13
2.2,15.7
4.6,30.5
3.66,26.6
0.89,12.32
1.3,16.4
1.21,13.3
2.78,19.6
0.92,11.2
0.86,13.44
0.59,9.8
1.32,12.6
0.44,9.1
1.34,15.4
2.78,16.05
15.4,92.52
1.42,16.8
3.69,28.2
5.17,39.48
5.01,29.4
2.45,22.68
0.72,11.76
2.3,16.8
0.9,13.45
1.0,14.0
1.3,15.1
3.1,20.3
2.42,18.1
1.3,11.2
0.5,11.76
2.53,17.5
1.13,13.3
1.12,17.64
2.08,18.0
1.51,13.96
5.93,39.19
1.23,13.9
1.33,14.0
20.26,90.69
1.5,14.7
0.7,12.6
1.49,15.96
3.38,26.04
0.69,11.76
12.1,60.15
1.41,16.8
1.22,15.96
0.89,13.44
1.95,19.25
1.65,15.4
20.62,95.94
21.49,82.69
2.07,20.93
17.39,111.27
3.08,24.36
3.1,28.88
2.31,18.9
20.86,99.65
8.54,55.63
0.89,14.49
1.23,13.3
2.19,21.84
1.99,17.64
9.41,65.99
0.97,13.44
2.95,22.68
0.87,11.9
1.85,18.48
2.03,20.12
2.39,17.5
