pickup_year,pickup_week,pickup_yearweek,passenger_count,total_rides,total_revenue,avg_fare
2024,48,2024-W48,5,4105,119601.94011092186,29.135673595839673
2024,48,2024-W48,6,2858,77184.690076828,27.006539565020294
2024,48,2024-W48,7,1,85.19999694824219,85.19999694824219
2024,48,2024-W48,8,3,279.7699966430664,93.2566655476888
2024,49,2024-W49,0,80125,2119965.5703740865,26.458228647414497
2024,49,2024-W49,1,670695,19177759.48692459,28.5938608263437
2024,49,2024-W49,2,127652,4171183.6466647387,32.67621068737457
2024,49,2024-W49,3,28613,896344.2690649033,31.326469404288375
2024,49,2024-W49,4,19058,623672.8496069908,32.72498948509764
2024,49,2024-W49,5,5712,172454.2701537609,30.191573906470747
2024,49,2024-W49,6,3744,108094.60014533997,28.871420978990376
2024,49,2024-W49,7,2,219.66000366210938,109.83000183105469
2024,49,2024-W49,8,6,576.9400024414062,96.1566670735677
2024,50,2024-W50,0,106674,3056049.5604081824,28.64849504479238
2024,50,2024-W50,1,703391,19928780.685628533,28.33243627744531
2024,50,2024-W50,2,131456,4212689.826584578,32.0463868258929
2024,50,2024-W50,3,30022,920904.5387622118,30.674323454873488
2024,50,2024-W50,4,20017,650228.0895938873,32.48379325542725
2024,50,2024-W50,5,6162,180285.75003290176,29.257667970285908
2024,50,2024-W50,6,3910,110880.16005420685,28.358097200564412
2024,50,2024-W50,7,4,293.26999855041504,73.31749963760376
2024,50,2024-W50,8,1,90.9000015258789,90.9000015258789
2024,50,2024-W50,9,2,135.1800022125244,67.5900011062622
2024,51,2024-W51,0,100991,2927967.139826035,28.992357139012736
2024,51,2024-W51,1,625510,16384682.558683515,26.194117693855436
2024,51,2024-W51,2,117659,3564503.2367727757,30.295202549509817
2024,51,2024-W51,3,30841,951183.6586090326,30.841531033657553
2024,51,2024-W51,4,23118,754173.9996504784,32.62280472577552
2024,51,2024-W51,5,5297,148091.5601463318,27.957628874142305
2024,51,2024-W51,6,3320,91759.51996564865,27.638409628207427
2024,51,2024-W51,8,1,99.0,99.0
2024,52,2024-W52,0,46138,1251807.999996094,27.131821925443106
2024,52,2024-W52,1,356885,9297957.939786792,26.053092564234394
2024,52,2024-W52,2,88094,2706561.0781208277,30.72355754218026
2024,52,2024-W52,3,31989,984578.4291810989,30.7786560749351
2024,52,2024-W52,4,29201,930940.8092110157,31.880442766035948
2024,52,2024-W52,5,3457,96773.51013588905,27.99349439857942
2024,52,2024-W52,6,2234,61849.94007778168,27.68573862031409
2025,2,2025-W02,1,1,47.619998931884766,47.619998931884766
2025,3,2025-W03,4,1,20.700000762939453,20.700000762939453
2025,6,2025-W06,1,1,43.25,43.25
2025,9,2025-W09,1,1,33.20000076293945,33.20000076293945
2025,12,2025-W12,1,1,19.68000030517578,19.68000030517578
2026,26,2026-W26,1,2,86.56999969482422,43.28499984741211
